time,AccX1,AccY1,AccZ1,GyroX1,GyroY1,GyroZ1,AccX2,AccY2,AccZ2,GyroX2,GyroY2,GyroZ2,Class
383,460,-16656,-2700,-759,585,2149,-3352,2132,14428,-1329,-734,-425,3
389,512,-16720,-2560,-785,483,2190,-3572,1920,14328,-1460,-693,-410,3
395,572,-16700,-2400,-779,363,2237,-3624,1976,14532,-1548,-721,-464,3
406,592,-16616,-2336,-690,306,2303,-3580,2116,14228,-1799,-773,-533,3
411,652,-16528,-2384,-711,211,2344,-3564,2144,14420,-2036,-840,-560,3
417,600,-16552,-2508,-755,172,2419,-3520,1952,14472,-2151,-867,-626,3
422,388,-16696,-2492,-787,185,2505,-3372,1908,14392,-2188,-867,-660,3
427,248,-16792,-2284,-873,228,2600,-3432,1852,14396,-2089,-919,-680,3
434,128,-16820,-2132,-808,352,2697,-3500,2004,14476,-2187,-983,-716,3
439,40,-16896,-2232,-861,439,2753,-3576,1900,14616,-2109,-990,-730,3
445,-124,-16888,-2116,-920,639,2821,-3456,1908,14680,-1909,-926,-701,3
450,-268,-17004,-2292,-987,794,2869,-3408,1616,14044,-1691,-980,-700,3
456,-252,-17016,-2240,-1238,938,2952,-3332,1576,13920,-1336,-1033,-659,3
461,8,-16984,-2064,-1234,1036,2955,-3564,1708,14460,-1406,-1078,-656,3
466,120,-17148,-2044,-1417,1004,3002,-3260,1760,13712,-1198,-1041,-646,3
478,-24,-17028,-2236,-1630,1066,3050,-3436,1648,13992,-1063,-1492,-626,3
484,12,-16912,-1956,-1682,1076,3099,-3740,1560,14560,-1172,-1519,-623,3
489,-52,-17176,-2036,-1909,1038,3135,-3484,1568,14104,-1102,-1647,-633,3
495,-184,-17088,-2112,-2054,1058,3211,-3848,1620,14388,-1228,-1725,-602,3
500,-172,-16972,-2212,-2262,560,3272,-4336,1920,17136,-1836,-2439,-810,3
505,-204,-17384,-2268,-2279,1355,3368,-2608,1196,13192,-270,-1816,-573,3
511,-132,-16984,-2260,-2316,1250,3417,-4076,1740,15040,-1263,-2050,-537,3
517,-360,-16852,-2136,-2560,1416,3513,-3412,1412,14420,-667,-2168,-491,3
528,-444,-16828,-2296,-2563,1658,3677,-2748,1776,14748,-476,-2096,-409,3
534,-168,-16664,-2600,-2691,1747,3813,-3248,1636,14400,-210,-2055,-398,3
539,148,-16384,-2764,-2445,1729,3882,-3444,1948,14256,-608,-2198,-439,3
544,284,-16484,-2976,-2251,1539,3996,-2776,1748,12956,-836,-2457,-476,3
550,204,-16100,-2936,-2121,1524,4020,-3984,2248,15868,-1332,-2612,-509,3
555,140,-16020,-2984,-2014,1364,4107,-3096,2084,14816,-1514,-2161,-437,3
562,320,-16300,-3156,-2098,995,4199,-3104,1916,14492,-1904,-2324,-539,3
567,300,-16052,-3400,-1927,649,4230,-3180,1928,14028,-2300,-2330,-637,3
578,-236,-16372,-3472,-1754,115,4314,-2736,1216,13700,-3181,-2041,-891,3
583,-912,-15972,-3400,-1425,-57,4300,-3204,1464,15276,-3812,-2032,-1029,3
589,-1536,-16088,-3284,-1460,-143,4360,-2356,912,14096,-3571,-1902,-1020,3
594,-1748,-16224,-3060,-1330,-4,4437,-2952,692,14888,-3599,-1820,-1092,3
601,-1696,-16288,-2772,-1329,161,4482,-2636,1080,14652,-3344,-1563,-983,3
606,-1576,-16436,-2868,-918,321,4533,-3136,888,14808,-3454,-1838,-1090,3
612,-1644,-16632,-2876,-1085,374,4649,-2612,948,14440,-3132,-1530,-979,3
622,-1172,-16664,-2780,-875,324,4800,-3256,1016,14304,-3527,-1756,-1126,3
628,-1196,-16720,-2796,-1096,412,4917,-2600,1148,14032,-3279,-1446,-1069,3
633,-1064,-16656,-2636,-1071,366,5063,-2744,1120,13984,-3311,-1577,-1169,3
639,-892,-16560,-2776,-1126,372,5200,-2792,1332,14536,-3347,-1493,-1032,3
645,-992,-16524,-2860,-1067,279,5283,-2812,1252,14400,-3469,-1749,-1044,3
650,-952,-16412,-2872,-1065,189,5360,-2956,1300,14060,-3626,-1723,-1062,3
656,-980,-16136,-2924,-749,46,5434,-3124,1276,15164,-4226,-1898,-1129,3
667,-868,-16448,-3032,-1166,-371,5554,-2288,1488,14572,-4296,-1563,-1060,3
672,-736,-16396,-3040,-1111,-924,5558,-2964,1284,15168,-4979,-1819,-1234,3
678,-1036,-16352,-2900,-1060,-1513,5537,-2752,840,14452,-5353,-1893,-1343,3
683,-1444,-16352,-2712,-1060,-1935,5530,-2760,432,14444,-5878,-1954,-1478,3
689,-1740,-16268,-2960,-1246,-2317,5537,-2188,172,14636,-6088,-1686,-1523,3
695,-2152,-16200,-2956,-1065,-2653,5520,-2768,-160,15420,-6733,-1954,-1735,3
706,-3012,-16208,-2544,-1279,-3109,5591,-2656,-864,15424,-6953,-1994,-2183,3
711,-3288,-16376,-2744,-1327,-2972,5709,-2180,-616,13992,-6813,-1871,-2203,3
717,-3708,-16328,-2648,-1498,-2469,5900,-1928,-628,15176,-5986,-1477,-1840,3
722,-3444,-16364,-2784,-1212,-2157,6063,-2536,-704,14372,-5946,-1993,-2031,3
728,-3072,-16428,-3012,-721,-1780,6242,-2880,-716,14828,-5987,-2121,-2125,3
739,-2580,-16256,-3036,-1070,-1080,6733,-3088,-172,15876,-5299,-1639,-1997,3
745,-2580,-15992,-3336,-524,-828,6913,-2280,-48,15084,-5668,-1808,-2163,3
750,-2588,-16248,-3532,-661,-580,7150,-1464,-84,13356,-5174,-1688,-2245,3
756,-2696,-15348,-3688,-336,-282,7362,-2232,8,17468,-5799,-1721,-2270,3
761,-2432,-16344,-4236,-816,-409,7612,-68,-552,12180,-5194,-1190,-2644,3
766,-2440,-15860,-3820,-493,-331,7724,-2584,-68,17716,-5966,-1186,-2572,3
773,-1984,-16564,-3748,-521,-766,7836,-984,-236,13720,-6221,-1658,-3254,3
784,-2740,-17196,-3084,-1103,-1107,8125,-1220,-132,14360,-6433,-1525,-3424,3
789,-3028,-17332,-2960,-1104,-1174,8278,-2304,-496,15940,-6606,-1365,-3816,3
795,-3292,-17996,-2564,-1540,-1431,8521,-1340,-928,13076,-6216,-1276,-3857,3
800,-3728,-17040,-2276,-711,-1221,8584,-4260,-1176,17292,-7039,-2505,-3987,3
805,-4700,-17536,-2156,-1745,-767,8832,528,-980,15012,-5495,-1548,-3444,3
817,-5696,-17148,-2556,-1635,675,9139,1056,-448,15704,-4956,-635,-3327,3
823,-5560,-17808,-2956,-2476,738,9370,-1116,-2368,13120,-4001,-1970,-4283,3
828,-5172,-17400,-2304,-1994,1145,9490,-2964,-1996,15336,-4429,-2380,-4071,3
834,-5500,-17768,-3020,-2514,1740,9714,-800,-1800,13536,-3075,-2440,-3374,3
839,-5748,-17048,-2668,-1814,2796,9802,-4028,-644,19220,-3167,-3827,-3408,3
844,-5452,-17792,-2908,-2247,3404,9977,-728,1128,18896,-2338,-2774,-2774,3
856,-5296,-18064,-3640,-2445,3862,10014,-2520,896,23648,-1943,-3996,-2591,3
862,-4772,-19544,-4924,-2987,4116,10021,-568,508,17232,-777,-3296,-2306,3
867,-5208,-18972,-4772,-3307,4136,9971,-2724,1424,17932,-965,-3872,-3118,3
873,-4836,-19180,-5748,-3223,4079,9850,-3564,2616,19112,-1172,-7084,-4273,3
878,-4716,-20012,-6120,-2328,4681,9703,-24,1312,18212,-987,-7327,-2418,3
883,-5900,-19588,-4848,-2417,5831,9636,-664,1928,21724,63,-6651,-2963,3
889,-5460,-20936,-7392,-2606,5636,9496,-3684,1440,17456,129,-10714,-3237,3
901,-4164,-23372,-7000,-2294,7129,9252,-2972,4908,23876,1944,-9582,-4499,3
906,-3464,-23556,-6152,-2488,7607,9034,-6432,5452,20204,1857,-13064,-4724,3
912,-1680,-23864,-8368,-1494,8441,8783,-6484,7848,23636,3180,-11613,-6662,3
917,-1020,-22736,-8104,-1058,9731,8444,-4704,7600,21464,4665,-9794,-8432,3
922,-456,-21260,-8528,-1387,10529,8157,-488,6280,16652,4412,-6589,-8776,3
928,404,-19096,-7824,-1180,11026,7665,-2600,5156,21312,4023,-5486,-10347,3
939,608,-16652,-5220,-1048,11673,6730,-1148,3820,17400,3560,-1777,-13729,3
945,1832,-17780,-4980,-2064,11270,6244,-3724,4732,15680,3876,-1812,-14883,3
950,2292,-18084,-4812,-2243,11535,5724,-5596,7020,17004,3608,-2576,-16656,3
956,2804,-17684,-4804,-1460,11695,5068,-6136,8996,19212,4792,3232,-20141,3
961,1832,-18424,-3196,-2163,13280,4575,-3228,5796,12352,5031,253,-19070,3
967,2304,-18212,-816,-2176,13752,4031,-6500,4640,15028,5193,-3511,-19773,3
978,2448,-18196,788,-1833,15270,2832,-4660,1000,10980,3970,-3574,-23207,3
984,2292,-18104,2952,-1640,15119,2160,-7416,1352,15656,3476,-4512,-22319,3
989,2204,-18236,3884,-1968,15145,1495,-9156,5212,15272,2986,-5524,-20025,3
995,2552,-18184,3972,-1656,14741,776,-12232,5096,17176,3288,-3320,-17270,3
1000,2740,-18168,4872,-2136,14510,228,-10476,11372,12372,4037,-3988,-14634,3
1006,3660,-18096,4272,-2406,13525,-355,-11940,14912,11008,5542,-4510,-9403,3
1017,3984,-17656,2536,-1252,10335,-1440,-11452,16924,8880,7736,-3409,1077,3
1022,3444,-17612,520,-1160,8547,-2029,-9640,11488,13352,8715,-3579,4711,3
1028,3764,-17008,-1748,-643,6362,-2728,-7332,5240,15828,7844,-3373,5194,3
1034,3008,-16880,-2188,-1158,4637,-3375,-3400,3260,12732,6397,-3073,4631,3
1039,2068,-16168,-3196,-1571,2935,-3926,-2956,2132,11236,5509,-2788,3571,3
1045,2052,-15372,-3364,-1867,1557,-4412,-3500,1320,11240,4458,-2904,2021,3
1056,824,-14180,-3332,-2782,-93,-5390,-3320,1076,9976,2715,-2785,-1661,3
1061,248,-13516,-3068,-2982,-474,-5875,-2124,804,9880,2050,-2281,-2859,3
1066,-344,-13068,-2724,-2824,-874,-6198,-3364,388,10124,1517,-2302,-3891,3
1073,-1272,-12764,-1744,-3094,-1017,-6382,-3380,692,9288,763,-2574,-4405,3
1078,-1624,-12452,-1460,-2643,-950,-6513,-4656,3476,10468,1486,-1735,-4283,3
1084,-1868,-12356,-1000,-2319,-859,-6659,-4652,4104,10200,1857,-1822,-3314,3
1095,-2324,-12724,-600,-1897,-715,-6801,-4544,4128,11444,3095,-508,-674,3
1100,-2636,-13208,-888,-1595,-817,-6846,-5000,3664,9848,3883,234,771,3
1105,-2232,-13220,-1008,-1186,-835,-7008,-4136,3372,9580,4276,994,2171,3
1112,-2144,-13532,-1524,-910,-959,-7136,-3672,3068,8816,4901,3330,3476,3
1117,-2420,-13088,-2152,-223,-1365,-7303,-4160,2808,11304,5398,1466,4362,3
1123,-1984,-13652,-2740,-288,-1813,-7400,-3400,1980,8792,5444,3319,4934,3
1128,-1688,-13408,-2624,19,-2286,-7533,-2484,2060,10572,5208,4007,5373,3
1139,-320,-13520,-2316,236,-3986,-7943,-2764,2716,9692,4367,5545,5995,3
1144,196,-14036,-2216,163,-5390,-8201,-4232,3016,11256,3653,5647,6616,3
1150,1016,-13860,-1912,525,-6691,-8627,-4608,4332,13172,2944,5763,7383,3
1156,1428,-14048,-1764,823,-8237,-9101,-5052,5380,13112,1989,6699,8341,3
1162,1720,-14844,-2072,552,-10074,-9563,-4756,5916,12364,1053,7978,9412,3
1167,1688,-14976,-1816,909,-11702,-10110,-4904,6156,14860,479,7817,10525,3
1173,1276,-15216,-1608,572,-13296,-10566,-4468,6376,13804,-364,8495,11697,3
1183,96,-15544,-3384,152,-16420,-11347,-3672,5412,12108,-1265,9255,13929,3
1189,-256,-16044,-4124,-103,-17557,-11602,-3808,4236,10184,-1084,8876,15054,3
1194,-812,-15564,-3392,-36,-18692,-11979,-3416,4540,10780,-1074,8343,16115,3
1201,-1344,-16024,-3800,-109,-19745,-12244,-3044,3696,11948,-1174,9536,17228,3
1206,-2028,-15600,-3712,-176,-20665,-12572,-2640,2236,10640,-1001,10174,18017,3
1217,-4656,-15380,-3796,-581,-21264,-12985,-824,-1400,13220,-401,9157,18170,3
1222,-5748,-14912,-3524,-892,-21006,-12967,-684,-2216,13508,-107,9009,17787,3
1228,-6524,-14708,-3956,-673,-20197,-12857,-672,-3148,14480,570,8648,17410,3
1233,-7152,-14828,-4252,-782,-18890,-12595,-460,-2876,14624,1006,8827,16948,3
1240,-7308,-14696,-3896,-552,-17583,-12293,-280,-2356,16668,1551,9064,16784,3
1250,-6868,-15972,-3876,-348,-15678,-11718,-1604,-2444,18792,1941,8575,16633,3
1256,-6648,-16744,-3756,-722,-15013,-11382,-380,-2480,17372,2118,7952,16496,3
1261,-5900,-17596,-4584,-365,-14534,-11112,-1676,-2612,17900,2000,7773,16257,3
1267,-5412,-17288,-3980,2,-14000,-10968,-1324,-1592,19160,1795,8954,16076,3
1272,-4748,-17896,-4068,-454,-13818,-10862,-2444,-1028,18628,1718,6854,15537,3
1284,-4020,-18340,-3468,-878,-13858,-10967,-1796,-384,18244,430,7658,15015,3
1289,-4176,-18664,-4164,-1081,-14013,-11069,-2860,292,18368,439,6395,14883,3
1295,-4020,-18228,-5028,-1113,-14154,-11150,-1376,104,17104,332,6692,14881,3
1300,-4084,-18512,-5372,-1256,-14271,-11184,-384,644,16336,538,6975,15069,3
1306,-4424,-17880,-5292,-1074,-14365,-11193,-1088,-448,16980,527,6187,15133,3
1317,-4944,-18028,-5476,-1684,-14917,-11017,-584,-1440,14964,730,5565,15115,3
1322,-5144,-17652,-4896,-1639,-15228,-10996,-1172,-1416,16296,848,5471,15147,3
1328,-5372,-17324,-4280,-1571,-15258,-10941,-868,-892,17840,605,6217,15327,3
1334,-5360,-17556,-4608,-1921,-15564,-10929,-1688,-1204,15128,982,5251,15639,3
1339,-5496,-17496,-4540,-1910,-15730,-10922,-872,-76,16280,795,5147,16332,3
1350,-5960,-17360,-4720,-2252,-16253,-10668,-676,-2612,16092,1041,4438,17250,3
1356,-6300,-17832,-4364,-2582,-16495,-10451,132,-3568,15696,761,4696,17187,3
1361,-6380,-17488,-4244,-2554,-16812,-10202,-780,-4468,16172,626,4056,16748,3
1366,-6556,-17040,-3960,-2347,-16820,-9886,-1428,-4316,17952,109,4314,16354,3
1373,-6396,-17224,-3148,-2741,-16797,-9705,-2336,-4904,16584,70,3356,15671,3
1384,-6400,-16404,-2400,-2976,-16085,-9305,-1280,-4140,17020,-496,2982,14723,3
1389,-6804,-16660,-2660,-3093,-15719,-9087,-2516,-5848,15684,-753,2345,13847,3
1395,-7084,-16604,-2380,-3152,-15061,-8824,-1740,-6248,13412,-433,2280,13540,3
1400,-7304,-16096,-2176,-2558,-14189,-8569,-2544,-6292,15844,-390,2437,12961,3
1412,-7608,-16248,-740,-2661,-12425,-7999,-1960,-5376,13832,378,3100,11836,3
1417,-7396,-16296,-880,-2487,-11973,-7718,-3100,-6248,14132,581,2654,11616,3
1423,-7352,-16156,-548,-2129,-11213,-7482,-2380,-5760,15164,713,3100,11494,3
1428,-7336,-16276,-580,-1795,-10651,-7257,-3792,-6084,14424,942,2598,11255,3
1434,-7228,-16068,-452,-1585,-10344,-7071,-3080,-5860,14064,1212,2591,11118,3
1444,-7312,-15824,-312,-849,-9889,-6649,-3536,-6104,15324,1106,2841,11140,3
1450,-7340,-15876,-492,-870,-9819,-6446,-2488,-6396,13864,1120,3170,11069,3
1456,-7440,-15788,-644,-391,-9748,-6190,-3200,-6800,14724,658,3296,10983,3
1462,-7448,-16056,-856,-306,-9816,-5880,-2776,-7308,14264,301,3281,10633,3
1467,-7468,-16200,-996,-165,-9923,-5549,-2304,-7384,14304,-92,3533,10309,3
1473,-7520,-16212,-1080,372,-9898,-5240,-3192,-7644,15812,-937,3521,9804,3
1483,-8000,-16524,-1500,756,-9682,-4545,-1812,-7780,14760,-1631,3514,8588,3
1489,-8244,-16276,-1744,1086,-9375,-4115,-1016,-7656,14896,-1883,3665,8086,3
1494,-8460,-16020,-2036,1428,-8776,-3678,-792,-7660,14820,-1991,3718,7455,3
1501,-8744,-15720,-2200,1620,-8126,-3229,-372,-7796,14960,-1930,3789,6765,3
1506,-8644,-15396,-2592,1857,-7307,-2723,-208,-7744,15256,-1966,3679,6024,3
1517,-8420,-14912,-3260,2156,-5378,-1783,904,-7404,15328,-2052,3041,4201,3
1522,-8284,-14624,-3464,2184,-4243,-1303,1492,-7408,15108,-2040,2640,3081,3
1528,-8160,-14472,-4136,2100,-3121,-798,1916,-7164,15120,-1995,2359,1878,3
1533,-7992,-14596,-4436,1941,-1944,-320,1860,-6960,15552,-1944,1981,557,3
1540,-7404,-15008,-4708,1821,-696,53,1700,-6012,16140,-1885,1760,-678,3
1545,-6900,-15664,-4760,1630,446,396,1244,-4728,16120,-1695,1391,-1770,3
1550,-6416,-16292,-5128,1524,1573,625,964,-3944,16308,-1311,1166,-2638,3
1561,-5592,-17020,-4956,1388,3387,1007,496,-2296,16724,-300,774,-4074,3
1567,-5188,-17404,-5032,1231,4090,1168,272,-2592,16868,70,602,-4607,3
1572,-4812,-17508,-4888,1120,4613,1321,-484,-3056,17040,68,503,-5286,3
1578,-4512,-17644,-4436,1082,4953,1456,-772,-2988,16900,-228,347,-5946,3
1584,-4136,-17692,-4116,1098,5148,1552,-1316,-1916,16264,-323,384,-6442,3
1589,-3716,-17612,-3660,1007,5190,1586,-1788,-1116,15832,-355,457,-6604,3
1595,-3284,-17472,-3440,1072,5147,1573,-2540,-696,15460,-99,455,-6512,3
1600,-2888,-17252,-2816,905,5074,1613,-1416,284,16116,220,1463,-5834,3
1606,-2368,-17400,-2352,735,4654,1593,-4048,328,14048,267,800,-5808,3
1617,-1420,-17264,-1684,892,3659,1459,-4868,1152,14488,391,1575,-4378,3
1622,-948,-17300,-1324,940,2982,1368,-4936,1436,14284,302,1961,-3600,3
1628,-544,-17364,-876,947,2364,1304,-5808,1476,14300,226,2451,-2710,3
1634,-72,-17284,-756,1382,1542,1196,-7376,1188,14348,-305,2043,-1824,3
1639,392,-17284,-8,1397,753,1110,-6640,2276,14376,-693,2603,-581,3
1645,468,-17432,392,1369,-99,1043,-8284,1748,15112,-1128,2513,239,3
1650,584,-17396,924,1483,-971,927,-8408,1964,15272,-1785,2166,1345,3
1656,772,-17580,920,1435,-1885,904,-7916,1208,14360,-2219,2034,2259,3
1661,976,-17504,996,1373,-2588,870,-8116,1452,14348,-2640,2065,3003,3
1667,1120,-17032,1476,1886,-3128,761,-8484,944,16344,-3734,2815,3194,3
1673,1104,-17456,356,2085,-3601,723,-7728,192,13744,-4163,2100,2926,3
1678,1260,-17152,-460,2069,-3570,644,-6172,1348,14184,-4044,2692,2910,3
1684,1364,-17476,-1548,1755,-3468,585,-6388,1880,14836,-4085,1835,2666,3
1695,1564,-17720,-3672,1865,-2750,376,-4616,4100,15104,-3704,1383,2155,3
1700,1448,-17980,-4620,1448,-2261,319,-3032,4296,13980,-2912,1444,1940,3
1705,964,-17968,-4724,1482,-1612,275,-2924,4964,15220,-2795,1909,1484,3
1712,1428,-17416,-5096,1436,-988,246,-2724,4508,14500,-1866,1519,1160,3
1717,1524,-17204,-4916,1544,-327,258,-3164,4664,14880,-1411,1373,705,3
1723,1592,-16816,-4700,1669,173,214,-3416,4356,14440,-1109,1188,331,3
1728,1780,-16472,-4184,1436,473,272,-3284,4208,13240,-722,1275,142,3
1734,1992,-16060,-3832,1496,715,304,-3968,3880,14000,-660,1418,68,3
1739,2056,-15856,-3384,1585,781,329,-4512,3576,13860,-911,1361,-206,3
1744,2004,-15840,-3044,1451,826,375,-4236,3376,13736,-1031,1442,-256,3
1750,2080,-15540,-2916,1739,763,360,-4856,2932,13428,-1433,1232,-567,3
1762,1664,-15764,-2476,1633,620,400,-4692,2656,12152,-1631,991,-721,3
1767,1536,-15260,-2436,2009,721,456,-4476,2752,14188,-2101,1263,-774,3
1772,1316,-15164,-2120,1787,1122,484,-3660,3452,13972,-1828,1577,-737,3
1778,1332,-15904,-2920,1500,919,536,-4568,2320,11996,-1728,397,-923,3
1783,1416,-15512,-2772,2098,1157,466,-5176,2792,14588,-2335,326,-1149,3
1789,956,-15848,-2596,2275,1570,417,-4244,3268,15332,-1883,67,-1038,3
1795,1004,-16472,-2404,1707,1636,353,-4032,2952,15996,-1959,714,-993,3
1801,480,-17664,-3012,1241,1524,352,-3148,2336,11720,-1212,385,-1230,3
1806,4,-17400,-2896,1372,1762,348,-3408,2000,13976,-1222,967,-1273,3
1811,-304,-17788,-2792,1156,1653,383,-3640,1780,14176,-1004,648,-1238,3
1817,-256,-17488,-2316,1457,1448,400,-4348,956,14988,-1044,316,-1344,3
1828,-584,-17508,-1044,1070,1535,527,-4780,996,14376,-1086,-32,-1103,3
1833,-740,-17280,-368,1085,1504,529,-5384,120,14148,-892,-482,-981,3
1840,-1132,-16968,-240,1235,1656,496,-5336,-320,14136,-952,-819,-779,3
1845,-1636,-16864,-348,1235,1943,524,-5104,-752,14460,-822,-895,-579,3
1850,-2104,-16852,-608,1133,2079,560,-4352,-840,14668,-734,-940,-395,3
1856,-2176,-16940,-1060,1112,2341,612,-4216,-524,14784,-464,-861,-244,3
1861,-2096,-17172,-1628,1026,2500,621,-3852,-428,14616,-207,-1007,-96,3
1867,-1724,-17176,-1884,1152,2592,679,-3964,64,14936,-119,-1000,-67,3
1872,-1636,-17488,-1996,865,2599,699,-3628,704,15708,43,-783,120,3
1878,-1248,-17648,-2352,800,2419,621,-3792,872,15224,98,-708,169,3
1884,-964,-17688,-2380,731,2119,570,-3868,872,14664,94,-563,199,3
1889,-700,-17668,-2284,720,1943,487,-4072,1052,14892,4,-462,206,3
1895,-592,-17372,-2272,668,1646,427,-3860,1204,14876,-53,-430,257,3
1900,-520,-17488,-2548,534,1306,368,-3776,1268,14580,-50,-518,304,3
1906,-304,-17484,-2644,502,1144,268,-3888,1608,15148,-264,-467,263,3
1911,-24,-17616,-2736,281,767,186,-3868,1892,14812,-317,-379,289,3
1917,160,-17476,-2644,172,348,112,-3912,1920,14800,-488,-399,292,3
1923,300,-17504,-2576,113,-7,59,-3956,2080,14672,-797,-397,242,3
