series,time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
18,0.573,-0.143555,0.205322,0.384521,9.664122,12.755725,19.465649
18,0.578,-0.10498,0.191895,0.349365,-4.236641,11.412214,18.793893
18,0.584,-0.074219,0.15625,0.314453,4.274809,19.19084,18.832061
18,0.589,-0.071289,0.143066,0.356934,14.732824,23.923664,17.824427
19,0.444,-0.084961,0.333252,1.157959,-91.770992,11.89313,-23.427481
19,0.45,0.036621,0.426025,1.294434,-97.618321,7.480916,-22.396947
19,0.455,0.088379,0.480713,1.345703,-99.832061,-13.40458,-18.900763
19,0.466,0.420166,0.567383,1.225342,-93.923664,-19.70229,-15.80916
19,0.472,0.493164,0.558105,1.239014,-91.717557,-27.007634,-12.0
19,0.477,0.535889,0.480713,1.348389,-79.076336,-34.435115,-5.0
19,0.483,0.444336,0.428223,1.479004,-58.564885,-29.061069,4.870229
19,0.488,0.41748,0.364502,1.600586,-35.175573,-29.717557,13.274809
19,0.494,0.537598,0.284668,1.62915,-21.870229,-23.274809,18.274809
19,0.5,0.608398,0.231689,1.491455,-10.351145,-25.618321,20.862595
19,0.511,0.681885,0.141846,1.219238,6.709924,-45.351145,20.099237
19,0.516,0.674316,0.081787,1.181641,15.885496,-53.748092,18.40458
19,0.521,0.643555,0.043701,1.091553,21.48855,-58.755725,16.022901
19,0.527,0.604004,-0.013916,1.091553,23.374046,-52.503817,13.427481
19,0.533,0.5625,-0.032471,1.12085,22.793893,-45.938931,10.877863
19,0.539,0.519287,-0.021484,1.104492,28.465649,-47.282443,9.206107
19,0.544,0.47168,-0.012695,1.0979,35.366412,-52.770992,7.687023
19,0.55,0.432373,-0.002686,1.11377,34.664122,-54.068702,5.312977
19,0.56,0.287354,0.043701,1.157959,26.549618,-59.847328,1.061069
19,0.566,0.197021,0.048828,1.223877,24.10687,-62.770992,-0.114504
19,0.571,0.183594,0.074463,1.248047,22.541985,-63.145038,-1.961832
19,0.578,0.094971,0.082275,1.238037,22.114504,-71.229008,-1.89313
19,0.583,0.053467,0.068359,1.245361,20.549618,-76.19084,-1.816794
19,0.589,0.03125,0.083008,1.154053,24.458015,-84.503817,-1.343511
19,0.594,-0.006104,0.081787,1.132812,25.503817,-88.122137,-1.48855
19,0.599,-0.040527,0.096924,1.098389,26.343511,-94.366412,-0.916031
19,0.61,-0.106201,0.117432,1.024902,26.038168,-94.870229,1.351145
19,0.616,-0.11499,0.132812,0.988281,24.19084,-93.534351,2.610687
19,0.622,-0.129883,0.149414,0.929443,21.083969,-88.641221,3.961832
19,0.628,-0.1604,0.148193,0.878662,19.450382,-87.526718,6.007634
19,0.633,-0.188232,0.128174,0.809814,19.267176,-85.832061,7.870229
19,0.638,-0.186523,0.130127,0.752441,17.610687,-78.969466,9.038168
19,0.644,-0.182861,0.116211,0.679443,18.091603,-75.0,9.885496
19,0.649,-0.172852,0.10083,0.589111,17.473282,-69.251908,10.847328
19,0.661,-0.202881,0.062256,0.487061,21.473282,-54.992366,12.305344
19,0.667,-0.178955,0.101074,0.449219,23.587786,-43.946565,11.755725
19,0.672,-0.180176,0.07959,0.427002,25.908397,-32.419847,12.48855
19,0.677,-0.209717,0.114746,0.414551,24.908397,-19.328244,11.885496
19,0.683,-0.234619,0.10791,0.455811,26.80916,-11.290076,12.007634
19,0.688,-0.289062,0.094727,0.554688,24.717557,-9.152672,12.0
19,0.694,-0.320312,0.124268,0.71582,39.099237,-3.114504,13.824427
19,0.699,-0.295898,0.16748,0.659912,36.656489,-12.931298,12.717557
19,0.706,-0.362305,0.141846,0.73584,19.580153,6.480916,11.78626
19,0.716,-0.439453,0.029053,1.091797,-1.045802,21.938931,9.541985
19,0.722,-0.458984,0.155762,0.944824,6.519084,11.778626,12.473282
19,0.727,-0.522217,0.116943,0.979736,8.015267,-46.076336,22.419847
19,0.733,-0.514893,0.0979,0.979004,10.664122,-25.274809,21.053435
19,0.738,-0.527588,0.051758,0.983154,12.022901,-37.351145,22.977099
19,0.744,-0.526123,0.059082,1.010986,11.687023,-43.755725,19.114504
19,0.75,-1.472168,-0.001953,1.999939,-95.198473,169.549618,-4.167939
19,0.755,-0.850586,-0.630615,1.72168,22.664122,-32.679389,15.068702
19,0.766,-0.464111,0.088379,0.906738,4.954198,-35.099237,8.648855
19,0.772,-0.538086,0.286865,0.803467,-17.740458,-23.465649,7.587786
19,0.777,-0.514648,0.015625,0.92627,-21.40458,-26.732824,5.618321
19,0.783,-0.546143,0.057617,0.829102,-20.580153,-22.755725,3.167939
19,0.789,-0.52002,-0.08374,0.802979,18.396947,-21.961832,2.641221
19,0.794,-0.60083,-0.024658,0.74292,5.137405,-29.572519,-0.412214
19,0.8,-0.550781,0.023193,0.660156,0.78626,-20.709924,-2.610687
19,0.805,-0.57251,0.005615,0.608398,7.229008,-23.030534,-4.48855
19,0.811,-0.554932,0.012695,0.549072,21.038168,-21.503817,-6.374046
19,0.816,-0.465332,0.130371,0.459473,30.931298,-23.671756,-8.396947
19,0.821,-0.576904,0.057861,0.475586,30.877863,-14.389313,-7.977099
19,0.827,-0.578613,0.126953,0.448486,20.59542,-12.412214,-8.938931
19,0.839,-0.597168,0.206543,0.445801,22.496183,-0.938931,-8.389313
20,1.209,-0.148438,0.663574,1.09375,-25.305344,29.694656,-16.450382
20,1.22,-0.339355,0.754395,1.172852,-68.473282,42.923664,-29.160305
20,1.231,-0.186035,0.455078,1.068359,-77.671756,43.938931,-32.053435
20,1.248,-0.046387,0.623047,1.115967,-44.29771,40.038168,-21.633588
20,1.259,-0.14624,0.597168,1.308838,-11.366412,30.198473,-0.381679
20,1.27,-0.103271,0.571289,1.351807,18.160305,13.229008,20.267176
20,1.281,0.076416,0.52417,1.225098,38.679389,-7.152672,32.236641
20,1.298,0.133545,0.339355,1.107422,43.274809,-30.267176,40.908397
20,1.309,0.071289,0.314209,1.079346,43.89313,-30.381679,47.496183
20,1.32,-0.099609,0.325195,1.170654,40.19084,-39.656489,55.938931
20,1.332,-0.221436,0.351562,1.231445,27.847328,-42.755725,62.709924
20,1.348,-0.321045,0.288574,1.108398,0.793893,-65.045802,67.030534
20,1.359,-0.308594,0.231445,1.003418,-12.335878,-78.717557,67.091603
20,1.376,-0.386475,0.246826,0.979736,-16.763359,-79.366412,70.091603
20,1.387,-0.468018,0.337646,0.974365,-19.847328,-80.603053,75.40458
20,1.403,-0.442139,0.363037,0.826904,-23.183206,-80.923664,87.19084
20,1.415,-0.446289,0.296387,0.781006,-27.549618,-79.068702,94.503817
20,1.431,-0.481445,0.211426,0.786377,-28.419847,-71.801527,102.396947
20,1.442,-0.501221,0.165527,0.859131,-26.259542,-68.839695,103.557252
20,1.46,-0.503418,0.089111,0.915771,-22.083969,-70.442748,99.862595
20,1.47,-0.476807,0.046631,0.912842,-21.580153,-76.206107,93.290076
20,1.487,-0.479004,-0.010986,0.915527,-17.21374,-83.152672,78.267176
20,1.499,-0.519043,-0.019775,0.909668,-11.175573,-86.503817,67.221374
20,1.515,-0.560059,-0.03125,0.918213,3.236641,-93.343511,50.725191
20,1.526,-0.533447,-0.026855,0.856934,10.625954,-100.328244,39.80916
20,1.537,-0.500488,-0.025879,0.779053,18.603053,-105.068702,29.160305
20,1.554,-0.501221,0.02124,0.710449,28.854962,-99.885496,16.015267
20,1.565,-0.523682,0.062012,0.714111,33.931298,-93.709924,10.70229
20,1.581,-0.496094,0.124756,0.67334,33.908397,-90.091603,7.312977
20,1.593,-0.440674,0.157959,0.59668,31.503817,-86.40458,6.770992
20,1.604,-0.44165,0.197754,0.574219,26.541985,-77.816794,6.801527
20,1.615,-0.470459,0.222412,0.591553,20.099237,-68.267176,9.572519
20,1.632,-0.514404,0.261963,0.647217,13.068702,-57.442748,17.740458
20,1.643,-0.534424,0.254395,0.67334,6.10687,-57.312977,24.061069
20,1.654,-0.427979,0.205078,0.60376,-1.091603,-58.557252,28.458015
20,1.671,-0.313232,0.109863,0.499512,-8.022901,-45.19084,29.534351
20,1.682,-0.322021,0.08667,0.549805,-8.183206,-32.778626,27.160305
20,1.692,-0.395996,0.094482,0.645264,-4.89313,-25.221374,25.137405
20,1.709,-0.410645,0.086914,0.720215,-8.916031,-25.366412,18.389313
20,1.721,-0.335693,0.023438,0.641602,-12.763359,-24.763359,11.206107
20,1.731,-0.320557,0.002686,0.59375,-15.48855,-22.671756,3.351145
20,1.742,-0.343262,0.006104,0.594238,-14.587786,-16.244275,-3.167939
20,1.76,-0.405518,-0.007812,0.62207,-17.183206,-6.587786,-13.931298
20,1.77,-0.367676,-0.043213,0.571533,-25.29771,-2.450382,-24.923664
20,1.781,-0.312744,-0.079102,0.510986,-33.19084,7.709924,-38.10687
20,1.799,-0.289551,-0.063232,0.480469,-48.167939,22.022901,-58.374046
20,1.809,-0.303955,-0.033203,0.56665,-51.198473,31.954198,-66.526718
20,1.82,-0.260986,0.02417,0.571533,-48.610687,39.312977,-67.381679
20,1.831,-0.723633,-0.205322,0.48877,-6.679389,94.931298,-64.610687
20,1.848,0.522461,0.519775,0.692139,-38.091603,123.167939,-107.419847
20,1.859,0.299072,0.711426,0.713867,22.290076,162.152672,-43.030534
20,1.876,-0.772461,-0.137451,0.89917,-9.832061,217.984733,-16.427481
20,1.887,-0.666504,-0.746338,0.984375,-3.374046,171.89313,-29.80916
20,1.898,-0.729492,-0.345215,1.036377,9.351145,159.40458,-42.923664
20,1.915,-0.635986,0.584229,0.860107,48.70229,150.412214,-28.572519
20,1.926,-0.533936,0.833008,0.702393,65.40458,151.29771,-10.854962
20,1.937,-0.625732,0.666504,0.831787,38.832061,135.725191,-3.89313
20,1.953,-0.781006,0.290283,0.876221,-7.587786,132.984733,-8.900763
20,1.964,-0.76709,0.173096,0.871582,-11.70229,128.435115,-11.335878
20,1.976,-0.716064,0.213379,0.827881,-13.923664,124.419847,-16.633588
20,1.992,-0.677246,0.165283,0.854736,-18.603053,115.427481,-23.267176
20,2.003,-0.767334,0.114258,0.89917,-35.664122,103.847328,-27.839695
20,2.015,-0.767334,0.114258,0.89917,-35.664122,103.847328,-27.839695
20,2.026,-0.767334,0.114258,0.89917,-35.664122,103.847328,-27.839695
21,0.449,-0.325928,0.458984,1.153809,-34.229008,82.801527,-11.931298
21,0.455,-0.341309,0.471924,1.371338,-47.167939,85.641221,-11.259542
21,0.46,-0.371338,0.654297,1.466309,-62.732824,73.755725,-10.061069
21,0.471,-0.478516,0.544189,1.601318,-71.519084,35.961832,6.282443
21,0.477,-0.193115,0.503418,1.522461,-73.770992,21.832061,12.877863
21,0.483,0.036621,0.416748,1.337646,-70.816794,10.099237,17.992366
21,0.488,0.146484,0.299316,1.233398,-62.969466,-6.816794,23.091603
21,0.494,0.198242,0.229492,1.203613,-54.51145,-22.977099,26.21374
21,0.499,0.236572,0.193115,1.169922,-41.076336,-31.419847,27.587786
21,0.505,0.265381,0.162842,1.190674,-30.091603,-31.908397,27.778626
21,0.51,0.229248,0.162842,1.220703,-20.145038,-36.770992,26.824427
21,0.516,0.191406,0.164795,1.259766,-12.007634,-43.282443,25.671756
21,0.527,0.142578,0.19873,1.258545,-7.175573,-56.19084,21.618321
21,0.533,0.125244,0.205811,1.251709,-6.068702,-64.557252,19.954198
21,0.538,0.102051,0.214844,1.217773,-6.549618,-66.938931,18.236641
21,0.544,0.065918,0.218018,1.190918,-9.099237,-74.48855,16.900763
21,0.549,0.032471,0.229736,1.150391,-10.885496,-80.89313,16.70229
21,0.555,0.016846,0.250977,1.112061,-11.832061,-86.374046,16.351145
21,0.56,-0.011475,0.263428,1.050293,-12.664122,-90.206107,17.351145
21,0.565,-0.036377,0.289307,0.986084,-10.89313,-94.687023,19.274809
21,0.577,-0.161377,0.350342,1.009277,-10.137405,-102.236641,24.954198
21,0.583,-0.217773,0.35791,0.982178,-10.801527,-104.977099,28.473282
21,0.588,-0.26416,0.374268,0.9729,-11.572519,-105.572519,31.839695
21,0.594,-0.296631,0.37915,0.965332,-12.274809,-105.137405,36.030534
21,0.599,-0.31665,0.387939,0.936768,-13.10687,-104.610687,40.48855
21,0.611,-0.354492,0.388428,0.873291,-11.053435,-104.687023,49.503817
21,0.616,-0.369873,0.367188,0.845215,-10.0,-104.48855,54.847328
21,0.622,-0.375977,0.370361,0.833008,-7.274809,-99.816794,60.21374
21,0.627,-0.422607,0.371826,0.845703,-3.129771,-98.862595,66.10687
21,0.633,-0.440918,0.374512,0.847412,-1.839695,-96.572519,71.618321
21,0.643,-0.470703,0.353271,0.849854,-0.19084,-93.061069,81.923664
21,0.649,-0.465088,0.336182,0.846924,-0.671756,-90.687023,85.977099
21,0.655,-0.452393,0.294434,0.842041,-1.0,-89.648855,89.40458
21,0.661,-0.442871,0.259033,0.839111,-1.137405,-88.290076,92.007634
21,0.666,-0.44043,0.217529,0.837891,-1.236641,-86.564885,93.954198
21,0.671,-0.445801,0.191406,0.821289,-1.122137,-85.007634,94.755725
21,0.682,-0.445312,0.131592,0.815674,-0.625954,-81.312977,93.229008
21,0.688,-0.442383,0.10376,0.82373,-1.137405,-79.381679,91.152672
21,0.693,-0.460938,0.093018,0.858643,-2.0,-78.10687,88.48855
21,0.7,-0.479004,0.080322,0.884766,-3.030534,-77.664122,85.320611
21,0.705,-0.486816,0.060791,0.905762,-3.671756,-77.335878,81.40458
21,0.71,-0.47998,0.052002,0.925293,-4.70229,-78.435115,77.045802
21,0.721,-0.471924,0.022949,0.932617,-5.778626,-82.076336,67.267176
21,0.727,-0.464844,0.011475,0.916992,-5.526718,-85.015267,62.305344
21,0.732,-0.453125,0.010254,0.875488,-4.694656,-87.099237,57.847328
21,0.739,-0.434082,0.008057,0.828369,-3.396947,-86.977099,52.832061
21,0.744,-0.422119,0.033447,0.811279,-0.908397,-87.59542,48.358779
21,0.749,-0.42334,0.052734,0.794434,1.89313,-86.992366,44.450382
21,0.755,-0.421143,0.074463,0.785645,2.290076,-86.061069,40.480916
21,0.766,-0.427734,0.10498,0.761475,4.801527,-82.89313,35.099237
21,0.771,-0.416992,0.118164,0.730469,6.068702,-80.862595,32.580153
21,0.777,-0.4021,0.138184,0.701904,7.19084,-78.229008,30.694656
21,0.783,-0.387939,0.143799,0.668945,8.145038,-75.328244,28.80916
21,0.788,-0.385742,0.151855,0.646484,8.648855,-72.648855,26.816794
21,0.794,-0.379883,0.152832,0.644775,10.526718,-70.435115,25.587786
21,0.799,-0.414795,0.172607,0.694092,12.167939,-66.419847,24.450382
21,0.81,-0.496338,0.154785,0.753662,18.122137,-63.748092,25.251908
21,0.816,-0.521973,0.170898,0.787109,20.923664,-63.961832,25.496183
21,0.821,-0.528809,0.175293,0.785645,22.931298,-66.068702,25.664122
21,0.827,-0.513916,0.167236,0.754639,22.648855,-66.717557,25.152672
21,0.833,-0.471436,0.158447,0.70874,22.534351,-68.167939,24.129771
21,0.838,-0.440186,0.130127,0.658447,22.450382,-67.541985,22.78626
21,0.844,-0.42041,0.114258,0.611328,21.824427,-67.030534,21.206107
21,0.849,-0.40625,0.104492,0.572021,21.824427,-64.351145,19.10687
22,0.342,-0.322021,0.228516,1.137695,9.496183,145.435115,-17.633588
22,0.347,-0.265625,0.252441,1.251953,4.694656,148.007634,-18.587786
22,0.353,-0.242432,0.327393,1.30835,-8.534351,146.160305,-18.549618
22,0.358,-0.279541,0.466553,1.361816,-30.648855,141.068702,-18.793893
22,0.364,-0.291016,0.67627,1.390381,-54.931298,135.175573,-20.0
22,0.374,-0.340332,0.692383,1.624756,-85.992366,109.099237,-6.312977
22,0.381,-0.246826,0.653076,1.669678,-91.145038,94.908397,2.328244
22,0.386,-0.123047,0.588623,1.624268,-91.824427,81.137405,12.427481
22,0.392,0.006592,0.563965,1.586426,-89.610687,67.496183,23.381679
22,0.397,0.130615,0.563721,1.49292,-86.801527,55.10687,33.664122
22,0.403,0.208984,0.585449,1.42041,-81.885496,42.183206,43.221374
22,0.408,0.299316,0.603027,1.389648,-77.396947,34.610687,51.931298
22,0.42,0.316406,0.588379,1.369141,-71.938931,7.229008,68.496183
22,0.425,0.35791,0.53833,1.345947,-66.801527,-3.519084,76.923664
22,0.431,0.369873,0.487793,1.339844,-60.801527,-12.641221,84.068702
22,0.436,0.378418,0.432861,1.328125,-53.526718,-22.259542,91.274809
22,0.442,0.396729,0.374756,1.317383,-48.396947,-32.10687,96.221374
22,0.447,0.391846,0.317139,1.291992,-43.038168,-41.679389,100.40458
22,0.452,0.397461,0.26001,1.270752,-39.450382,-51.557252,103.137405
22,0.464,0.368408,0.132568,1.231445,-34.839695,-68.19084,103.312977
22,0.47,0.341553,0.065186,1.230225,-32.030534,-75.412214,99.900763
22,0.475,0.307129,-0.011963,1.223877,-28.641221,-80.961832,98.083969
22,0.481,0.2771,-0.07251,1.218262,-26.89313,-87.572519,94.679389
22,0.486,0.251953,-0.118652,1.23291,-25.755725,-92.557252,89.259542
22,0.497,0.166992,-0.164551,1.246094,-23.480916,-101.862595,75.244275
22,0.502,0.114746,-0.174316,1.246094,-23.366412,-106.717557,66.977099
22,0.509,0.085938,-0.177734,1.248779,-22.480916,-110.290076,58.793893
22,0.514,0.033691,-0.162109,1.251709,-20.442748,-114.091603,50.687023
22,0.52,-0.001953,-0.152832,1.221191,-18.549618,-118.374046,43.59542
22,0.53,-0.066162,-0.099365,1.192383,-14.816794,-123.442748,30.969466
22,0.536,-0.116455,-0.086426,1.185791,-13.870229,-126.534351,26.007634
22,0.541,-0.157959,-0.046387,1.154541,-13.061069,-127.862595,21.633588
22,0.548,-0.184082,-0.014648,1.136475,-11.961832,-128.725191,17.78626
22,0.553,-0.229004,0.020508,1.176758,-11.770992,-129.236641,14.229008
22,0.564,-0.386475,0.033447,1.256104,-9.671756,-133.145038,9.900763
22,0.569,-0.442139,0.050049,1.264648,-7.503817,-138.709924,9.748092
22,0.575,-0.470215,0.075439,1.232422,-4.732824,-144.709924,10.450382
22,0.58,-0.461426,0.100342,1.181641,-2.19084,-150.80916,11.564885
22,0.586,-0.439697,0.133057,1.122314,-0.221374,-154.618321,13.21374
22,0.597,-0.395996,0.210938,0.96875,0.236641,-157.267176,17.694656
22,0.603,-0.367188,0.238525,0.906006,-0.916031,-155.862595,20.48855
22,0.608,-0.349121,0.260742,0.869873,-2.59542,-152.175573,22.908397
22,0.614,-0.350342,0.273926,0.868164,-4.160305,-146.984733,25.847328
22,0.619,-0.412842,0.27417,0.929688,-5.541985,-142.152672,29.061069
22,0.63,-0.558594,0.230957,1.037842,-5.992366,-138.824427,36.503817
22,0.637,-0.617676,0.201172,1.078125,-3.824427,-139.068702,40.847328
22,0.642,-0.677734,0.15918,1.138672,-0.099237,-142.175573,45.320611
22,0.647,-0.746582,0.105469,1.170654,4.267176,-146.167939,50.633588
22,0.653,-0.793213,0.03418,1.17749,10.038168,-151.503817,55.793893
22,0.664,-0.756836,-0.013428,1.070068,20.80916,-161.709924,64.946565
22,0.669,-0.716064,0.002686,0.984619,24.534351,-163.717557,67.435115
22,0.674,-0.703857,-0.007324,0.927246,25.40458,-163.435115,68.877863
22,0.681,-0.677246,-0.024414,0.865967,25.076336,-161.183206,70.175573
22,0.686,-0.655762,-0.041992,0.813965,24.267176,-158.374046,70.717557
22,0.697,-0.626221,-0.067139,0.740723,21.587786,-150.381679,69.129771
22,0.703,-0.622803,-0.090088,0.725098,18.160305,-145.59542,66.679389
22,0.708,-0.626953,-0.108887,0.7229,14.496183,-142.083969,63.229008
22,0.713,-0.637451,-0.127686,0.724854,10.778626,-139.152672,59.091603
22,0.72,-0.632568,-0.159912,0.698975,7.549618,-137.167939,53.412214
22,0.731,-0.67041,-0.279785,0.676758,8.076336,-132.442748,40.541985
22,0.736,-0.717529,-0.329834,0.674561,13.076336,-130.328244,32.412214
22,0.742,-0.773193,-0.35376,0.63916,19.709924,-128.259542,23.251908
22,0.747,-0.802246,-0.330566,0.600586,26.763359,-126.824427,14.847328
22,0.752,-0.791504,-0.263916,0.502441,32.984733,-124.450382,7.419847
23,0.963,-0.416016,0.197266,1.157471,8.465649,206.053435,-22.633588
23,0.969,-0.458252,0.241699,1.167236,3.320611,217.877863,-29.152672
23,0.981,-0.728027,0.404297,1.307373,-27.435115,231.824427,-52.740458
23,0.986,-0.821777,0.680176,1.399658,-62.824427,225.618321,-69.59542
23,0.991,-0.864258,1.093018,1.344971,-101.335878,218.465649,-84.610687
23,0.997,-0.619629,1.332275,1.582275,-137.755725,206.80916,-91.580153
23,1.008,-0.422119,1.86084,1.659668,-213.557252,160.099237,-65.21374
23,1.013,-0.797852,1.410156,1.640137,-233.068702,147.572519,-28.969466
23,1.019,-0.765137,1.387695,1.999939,-216.656489,120.961832,15.564885
23,1.025,-0.538086,1.305908,1.999939,-195.305344,94.251908,56.824427
23,1.036,0.079346,1.255615,1.808105,-152.534351,44.236641,126.206107
23,1.041,0.302734,1.229248,1.567871,-138.152672,26.015267,150.465649
23,1.047,0.476318,1.179199,1.331055,-134.19084,17.931298,169.328244
23,1.052,0.532227,1.057617,1.212891,-134.412214,8.51145,183.374046
23,1.058,0.545166,0.886475,1.172852,-135.038168,-3.496183,194.343511
23,1.069,0.553955,0.49292,1.206543,-122.030534,-24.465649,204.671756
23,1.075,0.554443,0.306152,1.246826,-112.664122,-32.923664,204.053435
23,1.08,0.480713,0.286621,1.200195,-104.419847,-44.587786,202.160305
23,1.086,0.640869,0.154297,1.131592,-104.961832,-49.053435,194.801527
23,1.097,0.516357,-0.44751,1.416748,-81.061069,-65.305344,167.229008
23,1.102,0.474609,-0.394775,1.424561,-60.687023,-82.625954,155.045802
23,1.108,0.530518,-0.303711,1.357666,-47.931298,-94.648855,139.29771
23,1.114,0.486572,-0.233154,1.380859,-41.954198,-101.931298,122.114504
23,1.125,0.268066,-0.198975,1.464844,-39.977099,-119.045802,88.793893
23,1.13,0.226562,-0.208252,1.472412,-37.717557,-128.557252,75.076336
23,1.136,0.144043,-0.219971,1.471191,-31.335878,-141.679389,62.412214
23,1.141,0.095703,-0.228516,1.471191,-22.51145,-153.160305,51.877863
23,1.153,-0.007324,-0.181152,1.377441,-3.587786,-171.007634,35.19084
23,1.158,-0.0625,-0.116699,1.307861,4.29771,-176.885496,28.221374
23,1.164,-0.133789,-0.05249,1.272949,10.183206,-183.564885,22.427481
23,1.169,-0.184082,0.011719,1.223389,15.40458,-187.641221,17.343511
23,1.174,-0.232422,0.088379,1.174316,20.061069,-191.732824,13.641221
23,1.185,-0.342041,0.190918,1.092285,21.083969,-192.450382,8.534351
23,1.191,-0.390137,0.217041,1.057129,20.89313,-192.091603,7.137405
23,1.197,-0.443359,0.254395,1.031738,18.389313,-192.717557,7.015267
23,1.203,-0.481689,0.267578,1.006104,16.938931,-191.282443,6.954198
23,1.208,-0.526367,0.302002,1.015381,13.740458,-191.068702,7.641221
23,1.219,-0.612793,0.350098,1.026123,7.10687,-187.480916,9.572519
23,1.224,-0.69751,0.336914,1.060791,6.587786,-187.70229,12.335878
23,1.23,-0.770752,0.311768,1.107422,6.992366,-189.29771,15.832061
23,1.236,-0.862793,0.321289,1.163818,10.89313,-192.328244,20.694656
23,1.242,-0.93042,0.307129,1.218506,17.351145,-197.725191,27.183206
23,1.252,-0.981934,0.306641,1.217041,32.068702,-208.748092,42.183206
23,1.258,-0.975098,0.287598,1.208008,42.053435,-214.618321,50.770992
23,1.263,-0.983643,0.279541,1.182617,49.641221,-217.427481,58.473282
23,1.269,-0.982666,0.262207,1.156738,58.160305,-220.335878,66.549618
23,1.281,-0.988037,0.298584,1.059814,70.122137,-220.51145,80.129771
23,1.286,-1.001709,0.277588,1.013428,72.137405,-216.641221,85.717557
23,1.291,-1.012695,0.252686,1.003662,73.816794,-211.725191,91.137405
23,1.297,-1.041016,0.214844,0.96582,75.076336,-206.580153,96.21374
23,1.308,-1.180176,0.035889,0.910156,77.175573,-195.068702,106.0
23,1.313,-1.330078,-0.341797,0.869873,83.618321,-189.389313,116.091603
23,1.319,-1.294434,-0.435547,0.937012,91.244275,-194.038168,120.770992
23,1.325,-1.204346,-0.325684,0.710449,95.274809,-187.885496,119.022901
23,1.336,-1.167725,-0.187988,0.600342,76.389313,-175.091603,107.48855
23,1.341,-1.123291,-0.248779,0.538086,62.21374,-165.419847,100.954198
23,1.347,-1.282959,-0.374268,0.577393,56.755725,-156.717557,90.778626
23,1.352,-1.496582,-0.350098,0.544189,47.618321,-155.48855,76.740458
23,1.364,-1.646729,-0.298828,0.190674,28.175573,-147.114504,42.725191
23,1.369,-1.658691,-0.29248,-0.00708,19.129771,-142.916031,26.114504
23,1.375,-1.655273,-0.345703,-0.265137,14.0,-136.648855,12.664122
23,1.38,-1.674561,-0.386719,-0.503906,15.503817,-126.083969,2.687023
23,1.391,-1.756836,-0.399658,-0.994629,25.10687,-97.389313,-14.29771
23,1.397,-1.772949,-0.332275,-1.1521,24.923664,-75.572519,-23.78626
24,0.455,-0.339355,0.359375,1.153076,-41.458015,52.679389,-76.633588
24,0.46,-0.187988,0.516113,1.35498,-57.137405,45.450382,-69.923664
24,0.471,0.130371,0.896729,1.393555,-52.030534,52.977099,-36.916031
24,0.477,0.198975,1.032471,1.24707,-37.206107,50.580153,-17.29771
24,0.482,0.275146,1.14209,1.222412,-35.824427,44.427481,0.816794
24,0.487,0.22168,1.119629,1.186523,-39.458015,42.427481,21.061069
24,0.493,0.32666,1.041748,1.258545,-40.877863,35.694656,40.80916
24,0.499,0.488525,0.918701,1.313232,-40.603053,37.664122,57.679389
24,0.505,0.58667,0.783447,1.188477,-39.328244,43.664122,69.969466
24,0.515,0.718994,0.437012,1.104492,-23.78626,19.419847,85.977099
24,0.521,0.736572,0.367188,1.118652,-19.21374,11.335878,88.381679
24,0.526,0.703369,0.125977,1.19873,-9.59542,1.732824,88.160305
24,0.532,0.679932,-0.032715,1.289062,-1.519084,-1.244275,84.48855
24,0.537,0.668945,-0.145996,1.312256,6.778626,-5.427481,77.671756
24,0.544,0.650879,-0.263428,1.342773,12.053435,-11.748092,69.244275
24,0.554,0.569336,-0.270752,1.416016,22.068702,-33.312977,49.885496
24,0.56,0.52002,-0.220459,1.435059,26.51145,-48.221374,41.053435
24,0.565,0.440186,-0.145752,1.47168,29.679389,-64.541985,33.320611
24,0.571,0.388916,-0.074463,1.492676,34.442748,-79.480916,27.221374
24,0.576,0.332764,-0.02417,1.500244,35.572519,-84.496183,22.687023
24,0.588,0.226074,0.067871,1.39917,31.763359,-102.70229,17.748092
24,0.593,0.179443,0.107178,1.358643,32.633588,-111.923664,16.587786
24,0.599,0.128418,0.125977,1.313477,35.664122,-124.030534,16.51145
24,0.604,0.067139,0.168701,1.270264,37.580153,-132.374046,15.389313
24,0.61,0.021729,0.192871,1.222412,39.335878,-139.244275,14.709924
24,0.615,-0.03418,0.224609,1.175293,39.625954,-143.48855,13.70229
24,0.627,-0.10791,0.253906,1.068359,47.206107,-140.091603,12.580153
24,0.632,-0.143555,0.229248,0.952637,45.603053,-140.0,11.687023
24,0.638,-0.182617,0.259277,0.959961,47.603053,-137.847328,11.541985
24,0.643,-0.185059,0.260742,0.823975,53.992366,-135.450382,11.946565
24,0.649,-0.225342,0.262451,0.815918,46.229008,-124.732824,11.145038
24,0.654,-0.283447,0.284668,0.792236,45.916031,-119.229008,12.167939
24,0.665,-0.412842,0.350586,0.879883,58.175573,-98.885496,16.89313
24,0.671,-0.497803,0.395508,0.926514,63.221374,-93.687023,21.076336
24,0.677,-0.55957,0.416016,0.981445,68.694656,-86.503817,26.801527
24,0.682,-0.626221,0.427002,1.023193,73.10687,-81.061069,32.358779
24,0.688,-0.68042,0.454102,1.070557,75.549618,-79.679389,38.274809
24,0.693,-0.739502,0.444092,1.11792,78.381679,-82.51145,45.427481
24,0.704,-0.787354,0.382568,1.06543,80.366412,-91.221374,58.641221
