series,time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class
12,1.298,0.165039,-1.230225,-0.05127,93.564885,34.625954,0.755725,1
12,1.303,0.234619,-1.189697,-0.091064,92.687023,32.641221,-0.656489,1
12,1.308,0.270264,-1.178467,-0.166504,89.778626,28.045802,-2.541985,1
12,1.319,0.30127,-1.151855,-0.59082,70.587786,10.007634,-7.038168,1
12,1.325,0.259033,-1.086426,-0.65625,60.816794,-2.374046,-9.992366,1
12,1.33,0.228516,-1.011963,-0.634766,52.938931,-12.519084,-12.473282,1
12,1.336,0.176514,-0.946289,-0.612305,44.343511,-19.030534,-14.610687,1
12,1.342,0.111084,-0.910156,-0.606934,34.587786,-23.244275,-15.610687,1
12,1.347,0.062744,-0.873291,-0.634277,24.580153,-27.419847,-15.908397,1
12,1.353,0.05542,-0.85376,-0.659912,14.603053,-30.664122,-16.175573,1
12,1.364,-0.007812,-0.791992,-0.672119,-5.70229,-33.305344,-16.580153,1
12,1.369,-0.030518,-0.772217,-0.690674,-16.122137,-32.541985,-16.625954,1
12,1.375,-0.08252,-0.750977,-0.644775,-25.679389,-30.328244,-15.458015,1
12,1.381,-0.12915,-0.744385,-0.612549,-35.412214,-24.870229,-13.732824,1
12,1.386,-0.145508,-0.748535,-0.603516,-46.015267,-18.183206,-11.473282,1
12,1.392,-0.166016,-0.762451,-0.569092,-56.10687,-12.51145,-8.908397,1
12,1.403,-0.138184,-0.802002,-0.527832,-72.908397,-5.167939,-2.916031,1
12,1.408,-0.111328,-0.816406,-0.483154,-80.801527,-4.076336,-0.244275,1
12,1.414,-0.106934,-0.826416,-0.465332,-87.801527,-4.473282,2.816794,1
12,1.419,-0.087891,-0.830811,-0.439697,-94.916031,-5.80916,5.450382,1
12,1.425,-0.052002,-0.829834,-0.400391,-101.206107,-8.778626,7.938931,1
12,1.431,-0.04126,-0.843262,-0.394531,-107.526718,-12.442748,10.129771,1
12,1.442,-0.010742,-0.860352,-0.318359,-118.51145,-24.030534,13.923664,1
12,1.447,0.006348,-0.871338,-0.2771,-123.70229,-30.770992,15.564885,1
12,1.453,0.014893,-0.891113,-0.240967,-128.427481,-37.618321,16.824427,1
12,1.458,0.01709,-0.901611,-0.206299,-132.59542,-45.030534,18.0,1
12,1.463,0.023438,-0.9104,-0.173584,-136.21374,-51.29771,18.839695,1
12,1.475,0.013916,-0.94458,-0.117188,-143.381679,-62.389313,19.938931,1
12,1.481,0.01001,-0.957275,-0.101318,-146.114504,-66.343511,20.396947,1
12,1.486,0.011719,-0.973633,-0.069092,-148.59542,-69.541985,20.557252,1
12,1.492,0.012695,-0.979492,-0.05957,-150.969466,-72.305344,20.610687,1
12,1.497,0.019775,-0.991211,-0.0354,-153.10687,-75.229008,20.610687,1
12,1.509,0.063721,-1.008057,0.021484,-154.984733,-81.89313,20.450382,1
12,1.514,0.080322,-1.009033,0.043701,-154.709924,-86.167939,20.053435,1
12,1.52,0.108398,-1.006104,0.068604,-154.137405,-91.664122,19.641221,1
12,1.525,0.11792,-0.995605,0.092041,-152.259542,-97.389313,19.183206,1
12,1.531,0.096924,-0.993408,0.109375,-149.603053,-104.78626,18.503817,1
12,1.541,0.049316,-0.994141,0.172852,-142.832061,-109.458015,19.564885,1
12,1.547,0.029297,-1.03125,0.217041,-140.045802,-109.015267,21.030534,1
12,1.553,0.039062,-1.057129,0.216553,-136.824427,-107.236641,23.038168,1
12,1.559,0.039062,-1.100342,0.259277,-132.244275,-105.419847,25.198473,1
12,1.564,0.056885,-1.121094,0.290527,-127.175573,-100.984733,27.122137,1
12,1.575,0.126953,-1.177979,0.302979,-124.679389,-91.335878,29.519084,1
12,1.58,0.193115,-1.157471,0.413086,-122.625954,-87.099237,29.839695,1
12,1.586,0.274414,-1.162842,0.480713,-117.793893,-84.328244,29.51145,1
12,1.591,0.344971,-1.158203,0.520752,-114.839695,-80.793893,27.984733,1
12,1.598,0.374512,-1.160645,0.535645,-111.503817,-78.664122,26.442748,1
12,1.608,0.4646,-1.083252,0.653076,-99.351145,-76.122137,20.251908,1
12,1.614,0.586914,-1.063721,0.684082,-92.198473,-71.770992,14.114504,1
13,1.097,-0.034912,-1.223877,-0.20459,86.351145,-8.610687,-1.236641,1
13,1.102,-0.041992,-1.264648,-0.20752,86.305344,-3.732824,-2.335878,1
13,1.108,-0.049072,-1.313721,-0.227539,83.969466,0.709924,-2.954198,1
13,1.113,-0.07666,-1.336914,-0.184082,82.267176,4.305344,-3.114504,1
13,1.119,-0.061035,-1.371094,-0.150879,81.167939,9.938931,-2.969466,1
13,1.124,-0.04541,-1.406006,-0.136719,79.587786,16.137405,-3.091603,1
13,1.135,0.106201,-1.450684,-0.169678,75.732824,32.519084,-6.648855,1
13,1.141,0.109131,-1.44043,-0.2146,72.931298,40.984733,-8.427481,1
13,1.147,0.032227,-1.399658,-0.238525,69.854962,45.946565,-8.633588,1
13,1.152,-0.030029,-1.363281,-0.16626,67.954198,47.389313,-6.954198,1
13,1.158,-0.009766,-1.316406,-0.07373,68.473282,50.045802,-5.412214,1
13,1.163,-0.00415,-1.302734,-0.065918,67.847328,53.335878,-4.633588,1
13,1.168,0.01001,-1.285889,-0.036865,69.656489,57.625954,-4.145038,1
13,1.18,0.103516,-1.270752,-0.119873,70.557252,60.0,-2.78626,1
13,1.186,0.116699,-1.239014,-0.135498,70.900763,53.694656,-2.59542,1
13,1.191,0.144531,-1.196533,-0.139648,71.022901,47.305344,-1.80916,1
13,1.197,0.191895,-1.145508,-0.170898,70.755725,39.198473,-2.748092,1
13,1.202,0.197266,-1.112549,-0.165771,71.099237,29.908397,-4.145038,1
13,1.207,0.208252,-1.066406,-0.158447,71.412214,18.694656,-5.381679,1
13,1.218,0.203125,-1.04834,-0.383789,64.923664,-4.748092,-8.007634,1
13,1.225,0.184082,-1.044189,-0.494629,55.801527,-16.29771,-9.755725,1
13,1.23,0.133057,-1.009521,-0.59668,46.40458,-23.465649,-11.122137,1
13,1.236,0.019775,-0.980225,-0.67749,36.061069,-26.89313,-12.435115,1
13,1.241,-0.066162,-0.940674,-0.700439,26.053435,-26.045802,-12.435115,1
13,1.246,-0.142822,-0.898926,-0.679932,16.0,-21.89313,-11.70229,1
13,1.252,-0.186523,-0.866211,-0.65625,6.137405,-15.152672,-10.656489,1
13,1.263,-0.217773,-0.842773,-0.657471,-12.80916,-0.244275,-7.847328,1
13,1.269,-0.219238,-0.834473,-0.656738,-22.183206,5.412214,-6.580153,1
13,1.275,-0.201904,-0.832031,-0.6521,-31.267176,10.923664,-5.099237,1
13,1.28,-0.183838,-0.854248,-0.626221,-40.618321,14.51145,-3.664122,1
13,1.285,-0.177734,-0.864014,-0.631592,-49.206107,17.167939,-2.122137,1
13,1.291,-0.151367,-0.886719,-0.613281,-57.717557,19.290076,-0.480916,1
13,1.296,-0.157227,-0.915527,-0.579834,-65.80916,19.564885,0.274809,1
13,1.308,-0.14209,-0.951416,-0.52124,-78.618321,19.160305,3.251908,1
13,1.313,-0.139893,-0.953125,-0.460449,-83.259542,19.045802,4.778626,1
13,1.319,-0.116699,-0.983154,-0.429199,-86.89313,15.312977,6.274809,1
13,1.324,-0.089355,-0.995605,-0.379639,-90.694656,15.328244,7.687023,1
13,1.33,-0.06958,-1.005615,-0.32251,-93.541985,10.374046,8.801527,1
13,1.335,-0.024902,-1.025879,-0.295898,-94.465649,4.251908,9.633588,1
13,1.346,0.056396,-1.039551,-0.192383,-97.183206,-2.465649,9.862595,1
13,1.352,0.099121,-1.051758,-0.196533,-98.717557,-11.557252,9.748092,1
13,1.358,0.08667,-1.05957,-0.115234,-99.167939,-12.503817,9.854962,1
13,1.363,0.117676,-1.066406,-0.133545,-102.083969,-21.946565,9.748092,1
13,1.369,0.08667,-1.07373,-0.135742,-105.450382,-28.610687,9.885496,1
13,1.38,0.045898,-1.080566,-0.068604,-112.19084,-39.29771,10.458015,1
13,1.385,0.022949,-1.074707,-0.035156,-113.778626,-43.129771,11.465649,1
13,1.39,0.006348,-1.067139,-0.001953,-114.641221,-45.366412,12.389313,1
13,1.397,-0.008301,-1.060059,0.006104,-115.229008,-46.320611,13.259542,1
13,1.402,-0.018555,-1.053223,0.003906,-115.519084,-45.259542,14.603053,1
13,1.413,-0.044434,-1.036377,0.024902,-116.603053,-40.564885,17.061069,1
13,1.419,-0.03125,-1.02832,0.022461,-116.51145,-37.618321,18.335878,1
13,1.424,-0.049316,-1.027344,0.011719,-117.473282,-34.687023,19.557252,1
13,1.429,-0.062744,-1.009277,0.052002,-117.557252,-26.70229,20.732824,1
13,1.436,-0.047363,-0.984863,0.04248,-117.21374,-23.206107,21.633588,1
13,1.447,-0.043457,-0.981689,0.082764,-115.244275,-12.305344,22.908397,1
13,1.452,-0.018066,-0.980713,0.07373,-114.374046,-8.244275,23.580153,1
13,1.458,-0.005615,-0.97876,0.092285,-113.0,-4.29771,23.549618,1
13,1.463,0.012451,-0.972656,0.102295,-111.030534,-1.259542,23.526718,1
13,1.468,0.034912,-0.964355,0.10791,-109.145038,1.694656,23.343511,1
13,1.474,0.037354,-0.962158,0.127197,-107.312977,4.198473,22.427481,1
13,1.48,0.057129,-0.947754,0.13208,-104.778626,6.824427,21.557252,1
13,1.491,0.060059,-0.926514,0.145264,-99.671756,11.51145,19.198473,1
13,1.497,0.052246,-0.917969,0.151611,-97.175573,14.259542,17.793893,1
13,1.502,0.036133,-0.911133,0.150391,-94.320611,16.648855,16.931298,1
14,0.523,0.229492,-1.160889,-0.134277,57.572519,-8.496183,32.122137,1
14,0.534,0.29248,-1.197754,-0.120605,61.763359,-21.129771,28.076336,1
14,0.539,0.303711,-1.233398,-0.110596,61.374046,-29.167939,25.793893,1
14,0.544,0.269287,-1.318115,-0.135254,57.274809,-37.549618,23.236641,1
14,0.551,0.251221,-1.234131,-0.072266,61.015267,-44.679389,21.305344,1
14,0.556,0.222168,-1.32959,-0.063721,50.335878,-45.992366,19.954198,1
14,0.562,0.21167,-1.244385,-0.137451,54.137405,-44.335878,19.10687,1
14,0.573,0.209229,-1.162109,-0.109375,52.015267,-22.557252,17.0,1
14,0.578,0.133301,-1.112549,-0.097168,41.10687,-7.885496,16.534351,1
14,0.583,0.104492,-1.254395,-0.256348,34.312977,5.80916,17.343511,1
14,0.589,0.087158,-1.2229,-0.358643,30.351145,20.664122,17.916031,1
14,0.595,0.036133,-1.265625,-0.468506,21.946565,30.977099,18.503817,1
14,0.601,0.095947,-1.124268,-0.626221,20.48855,33.282443,18.145038,1
14,0.606,0.167969,-1.103027,-0.630127,20.870229,29.748092,16.374046,1
14,0.612,0.222168,-1.104248,-0.54248,10.900763,24.870229,13.229008,1
14,0.617,0.249023,-1.053711,-0.559082,9.51145,20.633588,10.038168,1
14,0.628,0.241943,-0.983887,-0.523926,-0.427481,18.160305,3.473282,1
14,0.633,0.259766,-0.985596,-0.520264,-8.122137,15.740458,0.740458,1
14,0.64,0.272705,-0.975098,-0.520752,-16.480916,14.21374,-2.038168,1
14,0.645,0.281738,-0.971436,-0.533691,-24.015267,8.206107,-4.801527,1
14,0.651,0.270996,-0.962646,-0.534424,-31.648855,2.343511,-6.641221,1
14,0.656,0.293457,-0.962402,-0.532471,-37.114504,-7.343511,-8.832061,1
14,0.661,0.292969,-0.954346,-0.565186,-40.664122,-18.473282,-10.343511,1
14,0.667,0.262695,-0.960938,-0.51001,-43.633588,-26.160305,-11.824427,1
14,0.672,0.272705,-0.976562,-0.482178,-45.793893,-35.053435,-13.152672,1
14,0.684,0.002197,0.047852,0.513916,-68.366412,-37.954198,15.938931,1
14,0.689,0.001465,0.5,1.016113,-65.908397,-56.59542,33.992366,1
14,0.694,0.064453,0.438477,0.536133,-78.0,-54.59542,35.427481,1
14,0.7,0.195068,-1.056641,-0.343506,-82.908397,-57.839695,-19.587786,1
14,0.706,0.199463,-1.06543,-0.261963,-84.503817,-59.885496,-20.816794,1
14,0.711,0.195801,-1.033691,-0.251953,-83.450382,-66.152672,-22.572519,1
14,0.717,0.16748,-1.087402,-0.189209,-88.473282,-66.083969,-23.763359,1
14,0.723,0.167725,-1.033936,-0.171143,-92.175573,-67.572519,-24.480916,1
14,0.729,0.161621,-1.032227,-0.169189,-96.167939,-70.51145,-24.847328,1
14,0.739,0.121582,-1.0896,-0.08374,-101.10687,-71.549618,-24.717557,1
14,0.745,0.119873,-1.091553,-0.061768,-104.801527,-70.748092,-24.167939,1
14,0.75,0.126953,-1.057617,-0.044678,-104.969466,-71.557252,-23.412214,1
14,0.756,0.12085,-1.032471,-0.008057,-103.603053,-68.557252,-23.152672,1
14,0.761,0.119141,-1.039795,-0.020264,-109.396947,-68.19084,-22.396947,1
14,0.773,0.118652,-1.081543,-0.006592,-114.183206,-66.19084,-20.648855,1
14,0.778,0.126465,-1.078613,-0.004395,-114.908397,-66.114504,-19.923664,1
14,0.784,0.134277,-1.090576,0.013672,-115.793893,-64.908397,-18.908397,1
14,0.789,0.125244,-1.129639,0.052002,-123.122137,-65.244275,-17.801527,1
14,0.795,0.12915,-1.071289,0.055664,-111.099237,-64.793893,-17.396947,1
14,0.8,0.127441,-1.077881,0.091797,-114.229008,-62.923664,-17.908397,1
14,0.806,0.147949,-1.181152,0.109863,-116.557252,-62.076336,-17.770992,1
14,0.817,0.12915,-1.017822,0.062012,-118.816794,-60.763359,-19.946565,1
14,0.823,0.131348,-0.984619,0.077393,-113.435115,-62.29771,-21.48855,1
14,0.828,0.12085,-1.036377,0.150879,-112.007634,-54.358779,-22.740458,1
14,0.834,0.130859,-1.040283,0.165283,-113.099237,-49.816794,-24.122137,1
14,0.839,0.073975,-1.007568,0.134766,-109.320611,-44.70229,-24.656489,1
14,0.844,0.029297,-0.98877,0.210938,-106.946565,-36.549618,-24.938931,1
14,0.856,-0.007568,-1.030762,0.176025,-105.946565,-25.801527,-22.091603,1
14,0.862,-0.023438,-1.019775,0.206787,-99.114504,-16.648855,-20.51145,1
14,0.867,-0.025635,-1.012695,0.164062,-97.748092,-11.48855,-18.244275,1
14,0.873,-0.012207,-1.049805,0.151367,-95.679389,-9.114504,-16.312977,1
14,0.878,-0.006592,-1.039551,0.159912,-88.961832,-2.748092,-14.40458,1
14,0.883,0.020264,-1.038818,0.134033,-86.267176,-0.885496,-12.679389,1
14,0.889,0.030762,-0.985107,0.175537,-77.763359,-0.099237,-11.435115,1
14,0.895,0.055664,-1.02002,0.155273,-77.961832,0.19084,-10.984733,1
14,0.906,0.112061,-0.966309,0.15332,-68.549618,0.977099,-10.442748,1
14,0.912,0.103516,-0.922363,0.127686,-63.48855,-1.312977,-10.610687,1
14,0.917,0.10083,-0.913574,0.190674,-60.587786,2.259542,-10.59542,1
14,0.922,0.116699,-0.897705,0.129883,-55.564885,-0.633588,-11.076336,1
15,0.177,0.195312,-1.187256,-0.057373,44.022901,-7.091603,29.030534,1
15,0.182,0.208496,-1.203613,-0.066162,49.870229,-10.206107,27.885496,1
15,0.188,0.253174,-1.216797,-0.089844,53.877863,-16.122137,26.381679,1
15,0.193,0.229004,-1.255371,-0.087158,48.778626,-20.732824,24.618321,1
15,0.199,0.241699,-1.279297,-0.102783,54.206107,-21.549618,24.053435,1
15,0.21,0.178467,-1.237305,-0.014404,55.946565,-20.374046,22.664122,1
15,0.216,0.237305,-1.246338,-0.078369,56.251908,-19.251908,22.778626,1
15,0.221,0.258301,-1.282227,-0.05127,48.335878,-15.465649,21.763359,1
15,0.227,0.306641,-1.19043,-0.078125,56.534351,-16.076336,20.244275,1
15,0.232,0.294922,-1.221436,-0.04834,50.59542,-19.641221,18.068702,1
15,0.237,0.260498,-1.200928,-0.091797,57.862595,-20.687023,15.824427,1
15,0.244,0.151367,-1.150146,-0.093262,48.274809,-13.145038,14.137405,1
15,0.255,0.048584,-1.236084,-0.223877,34.351145,4.51145,12.534351,1
15,0.26,0.087646,-1.137695,-0.383545,30.290076,17.229008,11.931298,1
15,0.266,0.100342,-1.191895,-0.558594,16.351145,28.916031,10.419847,1
15,0.271,0.148193,-1.11377,-0.757324,9.496183,39.694656,8.824427,1
15,0.276,0.152344,-1.094238,-0.740479,1.671756,40.580153,6.389313,1
15,0.283,0.210205,-1.069092,-0.714111,-0.053435,35.80916,2.763359,1
15,0.288,0.20874,-1.004883,-0.674316,-7.541985,33.335878,-1.78626,1
15,0.294,0.209473,-0.965332,-0.650879,-16.160305,27.961832,-6.221374,1
15,0.299,0.218506,-0.901855,-0.618164,-23.427481,27.29771,-10.030534,1
15,0.31,0.209229,-0.890625,-0.616455,-39.89313,19.961832,-16.114504,1
15,0.315,0.207275,-0.87915,-0.565674,-49.007634,15.030534,-18.603053,1
15,0.321,0.216309,-0.923584,-0.568115,-59.984733,6.572519,-20.641221,1
15,0.327,0.204102,-0.936035,-0.5354,-64.648855,0.083969,-21.549618,1
15,0.333,0.184082,-0.949951,-0.508301,-70.885496,-7.694656,-22.564885,1
15,0.338,0.179443,-0.972412,-0.48877,-76.89313,-15.068702,-22.312977,1
15,0.344,0.164551,-0.987549,-0.423096,-81.19084,-18.740458,-21.610687,1
15,0.354,0.158691,-1.002441,-0.379395,-82.748092,-32.236641,-20.603053,1
15,0.36,0.145752,-1.004395,-0.350586,-83.061069,-37.427481,-20.427481,1
15,0.365,0.156006,-1.010986,-0.304932,-83.732824,-42.48855,-20.015267,1
15,0.372,0.13208,-1.008545,-0.233154,-100.70229,-41.137405,-20.389313,1
15,0.377,0.151367,-0.994141,-0.279053,-95.526718,-48.389313,-20.137405,1
15,0.383,0.115479,-1.018066,-0.162109,-97.770992,-48.221374,-20.480916,1
15,0.388,0.102539,-1.04248,-0.142822,-104.366412,-49.961832,-20.70229,1
15,0.399,0.106445,-1.012207,-0.130859,-102.946565,-53.412214,-21.274809,1
15,0.404,0.083008,-1.027344,-0.085938,-106.251908,-54.10687,-21.206107,1
15,0.411,0.076172,-1.023193,-0.051025,-105.206107,-53.870229,-20.847328,1
15,0.416,0.075684,-1.033447,-0.023682,-109.549618,-50.21374,-20.351145,1
15,0.422,0.087891,-0.987549,-0.046875,-107.732824,-48.931298,-20.061069,1
15,0.427,0.087402,-1.027344,-0.067383,-110.419847,-47.038168,-19.694656,1
15,0.438,0.134033,-1.070557,-0.032227,-113.519084,-43.473282,-18.396947,1
15,0.443,0.125732,-1.095215,-0.049316,-118.259542,-43.954198,-17.290076,1
15,0.449,0.139648,-1.09082,-0.012451,-114.496183,-43.526718,-17.229008,1
15,0.455,0.149414,-1.07251,0.007324,-113.954198,-42.709924,-17.267176,1
15,0.46,0.147705,-1.117432,0.023438,-116.290076,-41.748092,-17.091603,1
15,0.466,0.165771,-1.130859,0.004883,-117.961832,-43.717557,-17.503817,1
15,0.471,0.171143,-1.10376,0.062256,-117.580153,-41.412214,-17.900763,1
15,0.482,0.147949,-1.130615,0.115479,-112.274809,-35.59542,-19.114504,1
15,0.488,0.164307,-1.049316,0.037354,-111.366412,-35.21374,-20.664122,1
15,0.493,0.164307,-1.008545,0.044678,-110.221374,-32.274809,-21.358779,1
15,0.499,0.141357,-1.026367,0.053467,-106.70229,-25.70229,-21.862595,1
15,0.505,0.108643,-1.016113,0.052734,-106.435115,-21.312977,-22.80916,1
15,0.51,0.097412,-1.043457,-0.00415,-107.29771,-17.290076,-22.687023,1
15,0.516,0.070312,-1.040527,0.030029,-106.335878,-11.099237,-22.694656,1
15,0.527,0.042236,-1.00293,0.027832,-102.633588,-3.038168,-22.152672,1
15,0.532,0.014893,-1.030762,0.046875,-101.412214,4.167939,-20.946565,1
15,0.537,0.029053,-0.998291,0.102783,-96.572519,8.381679,-20.396947,1
15,0.544,0.030518,-0.973389,0.13501,-94.183206,13.145038,-19.854962,1
15,0.549,0.038574,-0.955078,0.149414,-87.80916,16.145038,-18.908397,1
15,0.555,0.029541,-0.948486,0.162109,-83.473282,20.625954,-17.312977,1
15,0.56,0.026367,-0.958252,0.171143,-81.450382,24.40458,-16.641221,1
15,0.566,0.037109,-0.94043,0.162598,-74.770992,27.061069,-15.603053,1
15,0.571,0.042725,-0.947998,0.176514,-70.396947,29.221374,-14.312977,1
16,0.41,0.191162,-1.203857,-0.142334,70.763359,-16.419847,38.221374,1
16,0.415,0.224854,-1.222168,-0.184814,75.755725,-25.358779,36.564885,1
16,0.427,0.296387,-1.304199,-0.028076,81.091603,-38.374046,30.854962,1
16,0.433,0.317139,-1.239014,0.0,79.442748,-37.854962,27.847328,1
16,0.438,0.279053,-1.337891,-0.014893,80.526718,-43.89313,25.427481,1
16,0.443,0.226562,-1.362549,0.009766,81.496183,-39.19084,24.0,1
16,0.449,0.206787,-1.332764,0.0979,74.442748,-30.862595,24.389313,1
16,0.454,0.216797,-1.379395,0.035156,71.725191,-27.274809,24.236641,1
16,0.466,0.191895,-1.359619,0.00708,62.916031,-7.412214,24.671756,1
16,0.472,0.199219,-1.263916,-0.037109,61.664122,4.961832,25.236641,1
16,0.477,0.161133,-1.248291,-0.0979,58.824427,12.206107,25.389313,1
16,0.482,0.192383,-1.197754,-0.13208,56.083969,19.076336,24.503817,1
16,0.488,0.19458,-1.236572,-0.20752,50.083969,26.206107,23.244275,1
16,0.493,0.176514,-1.229248,-0.281494,38.435115,37.267176,21.374046,1
16,0.499,0.15625,-1.180176,-0.520264,32.770992,46.458015,19.900763,1
16,0.51,0.27832,-1.101562,-0.634766,23.435115,54.129771,14.679389,1
16,0.516,0.315186,-1.050293,-0.590576,13.78626,51.877863,10.992366,1
16,0.521,0.307129,-1.03418,-0.627686,8.351145,47.10687,6.900763,1
16,0.527,0.308838,-0.954834,-0.623535,4.229008,46.328244,2.160305,1
16,0.532,0.324951,-0.932373,-0.60083,-5.259542,40.664122,-2.083969,1
16,0.538,0.336914,-0.919678,-0.618896,-13.938931,32.473282,-6.664122,1
16,0.543,0.3479,-0.918945,-0.61084,-24.534351,24.244275,-11.099237,1
16,0.549,0.341309,-0.915039,-0.645996,-36.038168,16.427481,-14.343511,1
16,0.56,0.305176,-0.922852,-0.622559,-54.251908,-7.152672,-19.274809,1
16,0.566,0.312256,-0.926514,-0.623047,-64.167939,-18.610687,-21.007634,1
16,0.571,0.309814,-0.926758,-0.608887,-70.984733,-29.694656,-21.954198,1
16,0.577,0.266602,-0.919922,-0.548584,-76.557252,-39.931298,-22.572519,1
16,0.582,0.24292,-0.908936,-0.511963,-80.007634,-47.381679,-22.870229,1
16,0.587,0.226562,-0.909668,-0.44751,-82.969466,-53.145038,-23.198473,1
16,0.599,0.17627,-1.000488,-0.405762,-101.48855,-64.381679,-24.625954,1
16,0.605,0.181641,-0.99707,-0.386475,-100.458015,-70.78626,-25.435115,1
16,0.61,0.180664,-0.986572,-0.2771,-104.068702,-74.519084,-26.610687,1
16,0.616,0.16333,-1.006348,-0.288818,-109.274809,-81.480916,-28.083969,1
16,0.621,0.145264,-1.055176,-0.232422,-114.763359,-82.412214,-28.610687,1
16,0.626,0.145508,-1.026611,-0.227539,-119.412214,-85.251908,-29.526718,1
16,0.638,0.129883,-1.0625,-0.165283,-123.946565,-79.480916,-30.038168,1
16,0.644,0.147705,-1.108154,-0.177734,-130.832061,-82.70229,-30.358779,1
16,0.649,0.126465,-1.131348,-0.115234,-135.183206,-81.534351,-30.274809,1
16,0.655,0.10498,-1.106201,-0.10498,-139.580153,-78.679389,-30.206107,1
16,0.66,0.103271,-1.084229,-0.045898,-140.389313,-78.496183,-29.366412,1
16,0.671,0.101562,-1.130615,0.030273,-147.091603,-72.038168,-27.534351,1
16,0.677,0.10376,-1.165527,0.041504,-152.358779,-68.267176,-26.679389,1
16,0.683,0.117188,-1.107422,0.060303,-146.496183,-66.068702,-25.847328,1
16,0.688,0.140625,-1.168213,0.021729,-150.732824,-63.473282,-24.709924,1
16,0.694,0.131592,-1.10791,0.054199,-148.847328,-62.129771,-23.916031,1
16,0.699,0.130859,-1.231934,0.055664,-157.832061,-60.40458,-22.328244,1
16,0.71,0.114502,-1.12207,0.05127,-146.022901,-54.435115,-20.603053,1
16,0.715,0.101318,-1.114014,0.042969,-149.496183,-51.251908,-19.473282,1
16,0.722,0.106689,-1.11792,0.118408,-147.908397,-50.053435,-18.183206,1
16,0.727,0.084961,-1.147705,0.089111,-149.0,-48.122137,-18.137405,1
16,0.733,0.074219,-1.084961,0.126465,-138.259542,-43.916031,-17.603053,1
16,0.738,0.108887,-1.173096,0.114746,-142.59542,-42.946565,-17.374046,1
16,0.749,0.077393,-1.106445,0.141113,-138.129771,-34.51145,-17.496183,1
16,0.754,0.076904,-1.097412,0.14502,-136.496183,-30.450382,-17.450382,1
16,0.761,0.096924,-1.096436,0.13623,-132.969466,-27.366412,-17.519084,1
16,0.766,0.085449,-1.115234,0.150146,-132.557252,-22.374046,-17.618321,1
16,0.772,0.070801,-1.095703,0.19873,-130.51145,-14.755725,-17.885496,1
16,0.782,0.037354,-1.048584,0.250977,-121.267176,-7.633588,-17.534351,1
16,0.788,0.078613,-1.058105,0.215332,-118.290076,-5.984733,-17.251908,1
16,0.793,0.045166,-1.04541,0.252686,-114.832061,-2.748092,-16.717557,1
16,0.799,0.066406,-1.006348,0.254395,-107.572519,0.206107,-15.496183,1
16,0.805,0.086914,-0.994141,0.250977,-100.496183,3.908397,-14.618321,1
16,0.81,0.076904,-0.979248,0.25293,-95.21374,5.854962,-13.839695,1
16,0.821,0.107422,-0.914307,0.227051,-78.374046,8.496183,-11.641221,1
17,0.218,0.100342,-1.213623,-0.128174,55.564885,7.480916,29.954198,1
17,0.223,0.145752,-1.200439,-0.121582,62.206107,6.022901,30.625954,1
17,0.234,0.186279,-1.239258,-0.091309,66.160305,1.824427,31.198473,1
17,0.24,0.187744,-1.217041,-0.043213,69.328244,1.763359,30.564885,1
17,0.245,0.199951,-1.26001,-0.081787,72.030534,-2.290076,30.061069,1
17,0.251,0.207031,-1.289795,-0.100342,70.145038,-0.305344,29.465649,1
17,0.257,0.229248,-1.262695,-0.030518,76.145038,-0.29771,28.038168,1
17,0.262,0.25293,-1.331543,-0.034668,72.045802,-0.671756,27.351145,1
17,0.268,0.263428,-1.337402,-0.05835,73.320611,-1.564885,26.091603,1
17,0.273,0.222412,-1.301025,-0.030762,72.435115,-4.030534,24.870229,1
17,0.279,0.212646,-1.306152,-0.09375,69.709924,-6.801527,24.480916,1
17,0.29,0.218994,-1.368164,-0.130615,66.122137,-4.282443,22.320611,1
17,0.296,0.222656,-1.223633,-0.251465,66.305344,0.40458,21.396947,1
17,0.301,0.177246,-1.249268,-0.296143,53.305344,13.496183,20.450382,1
17,0.307,0.148193,-1.241699,-0.375244,46.381679,27.824427,20.496183,1
17,0.312,0.181396,-1.207275,-0.475098,44.053435,36.290076,20.412214,1
17,0.318,0.145752,-1.214844,-0.507324,34.274809,36.045802,19.351145,1
17,0.323,0.194092,-1.205811,-0.575928,31.29771,33.458015,17.832061,1
17,0.328,0.196045,-1.196533,-0.557373,21.755725,29.938931,15.900763,1
17,0.335,0.2146,-1.099854,-0.564697,20.030534,25.442748,13.519084,1
17,0.34,0.233154,-1.054688,-0.556641,18.19084,20.236641,10.801527,1
17,0.346,0.251953,-1.056885,-0.520508,8.984733,19.251908,8.320611,1
17,0.357,0.255859,-1.006592,-0.535156,-2.717557,16.801527,2.389313,1
17,0.362,0.258789,-1.005859,-0.507324,-12.564885,13.40458,-0.740458,1
17,0.367,0.24585,-1.032715,-0.530762,-22.083969,9.625954,-3.503817,1
17,0.373,0.272461,-0.991211,-0.533691,-26.740458,6.381679,-5.816794,1
17,0.379,0.260986,-0.990234,-0.512451,-35.068702,1.519084,-8.160305,1
17,0.385,0.252686,-0.979004,-0.50708,-41.282443,-3.870229,-10.328244,1
17,0.39,0.257324,-0.974854,-0.504639,-46.366412,-8.244275,-12.038168,1
