time,AccX1,AccY1,AccZ1,GyroX1,GyroY1,GyroZ1,AccX2,AccY2,AccZ2,GyroX2,GyroY2,GyroZ2,Class
319,520,-16616,-1700,-685,1396,-173,-3752,1312,14168,1131,63,-116,1
325,600,-16732,-1672,-622,1389,-177,-3804,1368,14340,1036,72,-149,1
330,672,-16624,-1628,-586,1275,-157,-3880,1420,14344,881,121,-156,1
336,680,-16680,-1728,-555,1203,-151,-3712,1508,14340,853,182,-143,1
341,728,-16656,-1696,-501,1124,-171,-3768,1456,14208,751,127,-156,1
346,792,-16712,-1612,-466,1046,-162,-3768,1340,14224,637,142,-171,1
352,608,-16784,-1624,-414,978,-153,-3696,1236,14184,518,199,-206,1
358,560,-16716,-1560,-385,948,-179,-3836,1332,14300,425,205,-210,1
364,520,-16532,-1588,-337,918,-166,-3884,1464,14388,389,223,-220,1
369,480,-16600,-1772,-329,911,-156,-3796,1372,14160,291,282,-210,1
375,764,-17024,-2156,361,886,-161,-4204,780,11932,234,121,-242,1
380,392,-16792,-1264,54,1130,-150,-3956,1568,14716,143,462,-240,1
385,372,-16712,-1264,44,1070,-158,-3668,1440,14148,363,367,-229,1
391,600,-16696,-1404,66,1098,-147,-3900,1512,14220,343,376,-216,1
396,488,-16780,-1432,144,1130,-130,-3940,1352,14076,424,387,-236,1
403,668,-16724,-1348,106,1097,-128,-3896,1512,14116,434,397,-236,1
408,548,-16668,-1428,68,1069,-153,-3932,1464,14324,360,411,-217,1
413,608,-16544,-1312,143,1048,-179,-3916,1428,14172,412,447,-205,1
419,664,-16624,-1368,93,976,-161,-3972,1516,14688,179,419,-217,1
424,680,-16652,-1376,178,840,-203,-3856,1492,14000,144,324,-200,1
430,608,-16596,-1368,166,922,-231,-3888,1476,14424,205,420,-238,1
435,452,-16820,-1244,30,1012,-215,-3644,1372,13740,611,762,-141,1
442,760,-16728,-1444,166,638,-239,-4124,1352,14136,-101,383,-239,1
447,560,-16692,-1300,118,573,-243,-4008,1388,14560,-41,352,-243,1
452,500,-16844,-1228,79,700,-242,-3944,1488,14444,108,344,-231,1
458,520,-16836,-1240,34,531,-253,-3872,1444,14060,-73,452,-222,1
463,572,-16764,-1208,128,545,-257,-4056,1312,14364,-71,418,-230,1
469,468,-16700,-1260,18,564,-233,-3984,1456,14344,-42,357,-220,1
474,580,-16632,-1212,16,604,-243,-4012,1356,14224,3,333,-220,1
480,520,-16684,-1312,57,551,-240,-4036,1532,14228,-85,345,-218,1
486,380,-16836,-1204,78,660,-216,-4052,1432,14188,131,428,-173,1
491,512,-16692,-1224,67,634,-214,-4032,1404,14452,15,387,-206,1
497,440,-16776,-1392,126,617,-212,-3928,1332,14392,-21,404,-201,1
502,396,-16700,-1144,192,649,-214,-3972,1372,14184,-2,388,-221,1
508,572,-16624,-1276,134,573,-211,-3868,1424,14256,-13,384,-235,1
513,608,-16556,-1068,148,637,-205,-3896,1496,14124,8,417,-215,1
519,464,-16528,-1184,220,591,-183,-3924,1532,14100,-55,477,-188,1
524,548,-16624,-1304,258,521,-212,-3976,1496,14264,-124,379,-207,1
530,660,-16720,-1304,243,571,-224,-3928,1420,13836,-34,504,-183,1
536,640,-16696,-1292,333,547,-225,-3960,1428,14004,-158,505,-175,1
541,632,-16680,-1332,304,429,-217,-4084,1388,13896,-228,562,-189,1
547,592,-16612,-1120,452,432,-232,-3960,1424,14032,-319,580,-205,1
552,752,-16672,-1396,367,404,-213,-3896,1384,13656,-213,504,-200,1
558,648,-16600,-1148,286,409,-220,-4020,1568,14468,-244,487,-187,1
563,720,-16744,-1116,379,407,-259,-4036,1492,14316,-265,565,-220,1
568,672,-16736,-972,334,300,-265,-4072,1536,14008,-237,504,-206,1
575,548,-16876,-840,387,293,-273,-4168,1472,13992,-263,507,-183,1
580,516,-16896,-904,343,245,-299,-4152,1248,14168,-320,523,-161,1
586,408,-16808,-836,462,173,-342,-4120,1280,14176,-398,395,-132,1
591,356,-16800,-1076,376,160,-354,-4176,1312,14228,-191,429,-109,1
597,400,-16800,-840,290,89,-378,-4284,1444,14232,-235,398,-85,1
602,372,-16664,-832,130,-11,-430,-4100,1272,13940,-101,355,-62,1
607,244,-16516,-692,357,119,-486,-4232,1100,14680,-217,266,-58,1
614,-44,-16572,-608,213,150,-543,-3988,1136,14640,-82,227,-53,1
619,128,-16724,-884,116,177,-485,-3924,1176,14268,26,328,-15,1
625,372,-16892,-836,64,230,-473,-4044,1196,14292,151,348,0,1
630,472,-16884,-756,0,232,-458,-4132,1264,14156,148,368,-29,1
636,604,-16956,-792,82,263,-453,-4120,1360,14156,209,299,-7,1
641,512,-17024,-628,-245,357,-409,-3996,1336,13872,419,427,6,1
646,852,-16776,-896,0,373,-398,-4256,1408,14048,159,269,-42,1
652,684,-16712,-692,5,425,-379,-4132,1116,13844,173,194,-8,1
658,560,-16568,-708,-86,540,-335,-4320,1272,13952,250,188,-20,1
664,452,-16684,-652,-146,638,-286,-4108,1284,13980,349,124,-4,1
669,488,-16592,-728,-171,831,-283,-4256,1384,14448,459,24,-26,1
674,468,-16684,-732,-240,964,-227,-4152,1380,14348,674,69,-16,1
680,696,-16952,-808,-345,1031,-209,-4204,1476,14252,747,91,-9,1
685,760,-16980,-616,-466,1079,-139,-4252,1516,14500,833,147,-19,1
691,716,-17024,-776,-506,1074,-127,-4052,1668,14252,804,140,-31,1
696,796,-17028,-640,-500,1051,-71,-4100,1516,14164,767,113,-30,1
703,920,-16864,-840,-602,992,-25,-4152,1544,14280,656,29,-58,1
708,864,-16892,-736,-562,957,23,-4244,1532,13948,564,-50,-88,1
713,916,-16904,-704,-739,1018,28,-4304,1680,14224,532,-75,-113,1
719,820,-16876,-736,-725,1008,76,-4084,1792,14100,550,-160,-134,1
724,872,-16924,-800,-872,1055,123,-4076,1696,14144,585,-177,-148,1
730,920,-16932,-652,-932,1046,170,-4248,1576,14120,523,-231,-194,1
735,904,-17076,-616,-953,1086,202,-4356,1672,14236,519,-261,-203,1
742,852,-17064,-480,-953,1128,248,-4276,1660,14252,540,-329,-181,1
747,608,-16976,-528,-1039,1239,271,-4228,1648,14056,613,-371,-186,1
752,652,-16880,-820,-1022,1331,309,-4336,1568,14008,690,-466,-156,1
758,580,-16820,-708,-1073,1465,342,-4296,1556,14256,837,-490,-137,1
763,664,-16780,-652,-1099,1471,366,-4088,1716,14212,886,-523,-120,1
769,676,-16788,-760,-1207,1476,353,-4196,1716,14180,898,-669,-112,1
774,600,-16860,-516,-1478,1580,446,-3884,1640,15832,889,-594,-63,1
780,752,-17044,-636,-1589,1400,466,-4032,1760,14100,1000,-1110,-122,1
786,900,-17144,-1020,-1628,1220,492,-4068,1996,14300,838,-1184,-104,1
791,1032,-17144,-1120,-1602,1091,522,-4004,1860,13992,740,-1116,-104,1
797,984,-17120,-912,-1791,980,574,-3884,1780,14284,523,-982,-92,1
802,924,-16956,-924,-1897,865,650,-4092,1776,14064,571,-1076,-99,1
808,912,-16848,-1004,-1945,703,687,-3988,2008,14468,462,-1038,-94,1
813,848,-16856,-1196,-2023,600,727,-3952,1908,13576,472,-1174,-98,1
819,800,-16780,-1160,-2168,581,796,-3960,2044,14576,324,-1001,-169,1
824,816,-17024,-1548,-2522,489,870,-3924,2132,14356,442,-946,-246,1
830,828,-17012,-1824,-2831,309,919,-3872,2168,14176,528,-974,-374,1
836,804,-16984,-1788,-3165,215,935,-3840,2252,14684,370,-858,-515,1
841,896,-17460,-1980,-3902,-50,1001,-3776,2004,14044,869,-779,-663,1
847,956,-17192,-1880,-4087,-192,1059,-3864,2172,14088,657,-908,-826,1
852,908,-16976,-1536,-4078,-277,1108,-3932,2204,14508,395,-896,-958,1
858,1212,-17096,-1740,-4426,-423,1184,-3684,2384,14632,459,-1288,-1113,1
869,1148,-16924,-2664,-4807,-493,1259,-3848,2416,14176,109,-1713,-1334,1
875,1388,-16692,-2024,-4598,-606,1291,-3632,2476,14448,-305,-789,-1414,1
880,1160,-16680,-1988,-4392,-750,1380,-3996,2292,14380,-498,-1444,-1500,1
886,1112,-16316,-1860,-3889,-887,1451,-3752,2192,13840,-798,-436,-1521,1
891,648,-16264,-1904,-3730,-916,1576,-3800,2016,14688,-971,-208,-1513,1
897,568,-16180,-1956,-3267,-930,1660,-3828,1884,14324,-1172,-209,-1517,1
902,104,-15956,-1844,-2748,-1060,1811,-3516,1812,13840,-1287,-185,-1348,1
907,-44,-15888,-2112,-2006,-844,1915,-3856,1596,14880,-1428,254,-1319,1
919,-604,-16000,-1840,-1015,-631,2147,-3676,1240,14512,-1502,684,-1229,1
925,-808,-16308,-2140,-569,-579,2317,-3228,872,14296,-1262,638,-1121,1
930,-796,-16388,-2264,-227,-401,2537,-3284,812,14576,-1202,709,-1101,1
936,-844,-16592,-2852,207,-107,2774,-3480,816,14992,-1228,944,-1119,1
941,-392,-16272,-3404,1763,125,2865,-4300,1232,14476,-2073,1789,-1185,1
946,-544,-16724,-2956,1789,471,3018,-2896,756,14028,-1793,2326,-1162,1
952,-348,-16480,-2840,2540,658,3141,-3904,1156,14948,-2311,2756,-1249,1
958,-300,-16556,-2948,3195,974,3211,-3376,1476,14392,-2336,2977,-1211,1
964,-128,-16632,-3176,3927,1301,3323,-3348,1848,15468,-2749,3912,-1186,1
969,180,-17104,-3512,4382,1396,3388,-3076,2564,15568,-2765,3998,-1216,1
980,352,-18472,-4284,5531,1506,3659,-2996,2928,15728,-3156,4264,-1671,1
985,584,-18728,-4508,6143,1482,3649,-3148,3872,16308,-3203,5372,-1794,1
991,848,-20084,-4828,6139,1222,3642,-2792,3784,15444,-3560,6186,-2094,1
997,1016,-20744,-5052,6671,884,3493,-3504,3848,15476,-3838,7427,-2417,1
1003,1152,-20904,-4900,7105,450,3244,-4340,3916,15652,-4114,6742,-2554,1
1008,1420,-21096,-4360,7646,716,2969,-2708,4320,16972,-3794,8735,-3116,1
1013,880,-21360,-4368,7783,607,2724,-2500,3008,18080,-4541,9972,-4450,1
1019,204,-20948,-5416,7683,271,2096,-5216,3116,17128,-4251,8961,-5461,1
1024,1368,-21468,-4792,8300,1860,1920,-4552,3152,15704,-3028,11045,-6220,1
1035,888,-21024,-3416,9104,2345,1080,-5896,3792,18068,-3272,9504,-7109,1
1042,-552,-20796,-2612,9542,2814,921,-3960,1524,17220,-2995,13198,-7235,1
1047,-1336,-20608,-2576,9876,3714,863,-6116,792,17088,-2290,12155,-8147,1
1052,-2024,-20468,-2488,10201,4567,907,-4500,308,16136,-2724,14032,-8883,1
1058,-1888,-20208,-2516,10465,5224,968,-4288,1476,16908,-1238,13791,-8405,1
1063,-1480,-20332,-3080,10617,5412,1002,-5064,1140,16408,-1157,13816,-8203,1
1074,-956,-20064,-3796,10959,5146,998,-3964,436,16960,-1231,12531,-7008,1
1080,-732,-19804,-4752,10921,5071,980,-3108,2376,18364,-1292,11011,-6757,1
1086,-500,-19496,-6072,10835,4966,889,-1360,2740,18068,-1294,9433,-6124,1
1091,-216,-18716,-8324,10643,5197,650,992,5308,20140,-1089,8234,-5227,1
1097,272,-18052,-10228,9975,5219,286,3592,7392,18888,-541,7256,-4317,1
1102,888,-17020,-12520,9114,5101,-68,5448,8880,20004,40,6833,-3381,1
1108,1016,-16340,-13936,7955,4811,-364,7656,10448,19640,264,5967,-3183,1
1113,1312,-15584,-14824,6574,4489,-636,8848,11448,19564,1273,5108,-2369,1
1125,688,-14176,-16300,3540,3439,-1015,10608,7828,18804,714,791,-2582,1
1130,-264,-13200,-17136,1960,3368,-1045,13432,6416,17112,588,-736,-2697,1
1136,-836,-12568,-17764,224,3631,-1057,13900,5948,16392,1068,-2134,-3274,1
1141,-1020,-11876,-17988,-1508,3843,-1102,14552,6492,16020,1553,-3039,-3765,1
1147,-956,-11704,-18060,-3222,4039,-1180,14928,6840,15636,2127,-3682,-4096,1
1152,-1424,-11468,-17860,-4887,4283,-1232,15056,7060,16268,2564,-5192,-4200,1
1163,-1792,-11916,-17564,-8340,5119,-1244,14464,6640,16548,4062,-8105,-3988,1
1169,-1964,-12256,-16872,-10178,5583,-1207,14004,6436,17052,5053,-9937,-3659,1
1175,-2084,-12892,-16408,-11795,6013,-1193,12852,5968,16348,6036,-11489,-3427,1
1180,-2000,-13272,-15884,-13146,6334,-1144,12204,5908,16524,6811,-12653,-3152,1
1191,-1448,-14564,-14548,-15888,6706,-1122,10316,5664,16132,8340,-15048,-2223,1
1197,-1468,-14752,-13600,-17075,6811,-1201,9148,5492,15952,8506,-15933,-1812,1
1202,-1224,-15276,-12292,-18043,6694,-1257,8164,5560,17164,9093,-16424,-1051,1
1207,-968,-15620,-11312,-19208,6291,-1306,6704,5396,16656,9468,-16895,-797,1
1219,-484,-16908,-9688,-20852,5442,-1447,4496,6124,16360,9948,-17328,233,1
1225,-272,-17284,-8988,-21393,4941,-1569,3364,6096,17012,10345,-17208,760,1
1230,-188,-17412,-8508,-21747,4495,-1660,2476,5448,16540,10473,-18260,1493,1
1236,156,-18184,-7736,-22226,3659,-1799,1976,4848,15124,9992,-18818,1754,1
1241,156,-18468,-7320,-22499,3138,-1880,876,5196,15280,10399,-19322,2327,1
1246,316,-18860,-6876,-22556,2459,-1991,460,4528,14868,10471,-20147,2657,1
1258,148,-19112,-5780,-22351,1300,-2187,-832,4700,13836,10844,-18802,3332,1
1264,292,-19316,-4688,-22187,875,-2298,-1136,4584,13904,11612,-18423,3870,1
1269,248,-19936,-4648,-21836,353,-2330,-1812,4556,14600,11501,-17878,4296,1
1275,-264,-19740,-4444,-21743,-44,-2410,-2552,5496,16400,11462,-18151,4441,1
1280,-76,-20124,-3452,-21486,-311,-2380,-3860,4168,18332,12515,-18463,5478,1
1291,408,-20908,-3088,-21645,-929,-2122,-5604,5204,18344,11812,-18576,6508,1
1297,-864,-21004,-2040,-21474,-319,-1979,-9828,6388,21616,11435,-26009,7982,1
1303,600,-20588,-2800,-21322,-1722,-1932,-5368,5776,22172,12233,-19993,8351,1
1308,1296,-21028,-1416,-20986,-2120,-1751,-7840,7120,21144,11628,-18956,9460,1
1313,1972,-21388,-1208,-20849,-2678,-1694,-7968,7308,21808,10896,-16473,10334,1
1324,2400,-20324,132,-19666,-4330,-1601,-9308,7840,22452,9408,-16782,12783,1
1330,2376,-20460,396,-19962,-5291,-1489,-8640,7376,19056,9177,-16872,13924,1
1335,3028,-20328,-476,-19425,-6340,-1508,-10204,5768,18764,8120,-17037,14616,1
1342,2688,-19048,-492,-18679,-6929,-1528,-7940,5928,18240,7175,-15962,15030,1
1347,2524,-18904,-1036,-18565,-7639,-1556,-7352,4568,15444,6716,-15761,15083,1
1358,2048,-18152,-1332,-17994,-8354,-1572,-6424,2888,14168,5491,-13476,13915,1
1363,1860,-17992,-1176,-18106,-8635,-1673,-7252,2000,11424,5240,-14831,13007,1
1369,1548,-17272,-1792,-17239,-8260,-1846,-7088,2264,13796,4754,-15041,12104,1
1374,1332,-17516,-1572,-17065,-7680,-2029,-6060,1960,12492,4793,-13807,10962,1
1386,812,-16376,-1796,-15422,-5472,-2391,-5316,2068,14816,4635,-10689,8247,1
1391,312,-17068,-1368,-15744,-4471,-2522,-5160,2012,11612,5771,-11192,6733,1
1397,12,-16420,-1844,-15297,-3322,-2599,-7552,3468,12980,5983,-11977,5372,1
1402,-332,-16788,-964,-14754,-1659,-2718,-6540,1508,15000,6533,-10722,4758,1
1408,-384,-15884,72,-13887,-257,-2829,-7360,1000,13700,6588,-10420,3018,1
1419,-444,-16076,-40,-12761,2794,-3060,-7280,956,13372,7904,-9793,940,1
1425,-452,-15788,448,-12112,3964,-3132,-6608,112,15192,8083,-9631,72,1
1430,-932,-15904,304,-11820,4902,-3118,-6212,-552,13284,8254,-9629,-636,1
1436,-1408,-15432,492,-10769,5943,-3015,-6284,-864,16304,8058,-8839,-1326,1
1441,-1784,-15592,576,-9947,6744,-2787,-6848,-716,14564,7933,-8785,-2039,1
1447,-1772,-16040,540,-9343,7189,-2515,-6120,-352,13120,7703,-8427,-2386,1
1452,-1676,-16212,504,-8624,7308,-2171,-6808,-172,13216,7364,-7959,-2383,1
1463,-1548,-16340,1196,-6976,6748,-1558,-7880,-340,12376,6242,-7006,-2058,1
1469,-1088,-16412,1804,-6087,6002,-1339,-8632,-436,11980,5387,-6286,-1727,1
1475,-688,-16316,2416,-5022,4896,-1198,-9704,-568,11528,4435,-5463,-1223,1
1480,-484,-16064,3152,-4107,3640,-1101,-10336,-528,10248,3359,-4419,-775,1
1486,-40,-15544,3532,-3029,2360,-1050,-11184,-232,9500,2408,-3093,-131,1
1491,248,-15068,4480,-1987,749,-1118,-11908,-624,9168,1176,-1868,278,1
1502,688,-14564,6064,262,-2718,-1346,-13316,-820,8408,-1398,838,1230,1
1508,848,-14384,6316,2591,-4444,-1622,-14968,-1272,10596,-3228,2010,1837,1
1514,556,-14480,7652,3774,-6008,-1834,-13988,-880,8816,-4085,3714,2510,1
1519,508,-15144,8172,4814,-7977,-2042,-16088,-2024,7336,-5387,5426,3028,1
1525,-144,-15504,8356,5712,-9281,-2182,-16504,-1996,8436,-6118,7821,3307,1
1530,-196,-15676,8144,7563,-10509,-2266,-18212,-2820,9312,-7231,9629,2773,1
1536,4,-16356,8036,8359,-11438,-2306,-17640,-5548,4980,-8118,12262,1288,1
1546,2728,-17048,3972,11475,-10685,-2694,-14092,-6636,8028,-10879,16749,-4232,1
1553,3736,-17688,-2956,13898,-8146,-3184,-5608,-1356,8088,-11835,17958,-6893,1
1558,-300,-21084,-15900,10590,-4584,-3152,11304,3396,-6040,-8476,16794,-9509,1
1564,-6824,-20384,-22988,10304,-864,-2943,16232,128,16488,-4744,14474,-12654,1
1574,-1380,-24216,-23204,10817,8306,-2831,6256,32767,32767,2740,16483,-10177,1
1580,13952,-23812,-21368,8319,6362,-2694,2080,32767,32767,1145,21496,-5145,1
1585,10236,-21704,-7908,6914,4710,-2486,7632,24424,25468,5108,13294,-188,1
1591,11544,-22224,1696,6636,2120,-2337,-14804,-8972,18564,-3383,14541,3013,1
1597,11188,-21120,10300,9202,-3814,-2726,-20472,-4656,16024,-11272,15229,-3091,1
1608,-1740,-21796,9660,12177,-11880,-2644,-11112,4068,20364,-13693,13592,422,1
1613,-1304,-24032,-1528,10957,-11090,-2639,-5460,21084,32767,-8083,10063,6391,1
1619,-5436,-25088,-13780,9174,-11727,-2819,-1212,1264,30548,-9399,7403,3764,1
1624,-10480,-22552,-7228,10256,-10561,-2075,8684,-12480,9316,-9471,12199,2203,1
1636,-8572,-17488,-5168,10957,-9854,-1521,-304,-5004,21536,-11389,6386,-901,1
1642,-9048,-17340,-1968,10088,-6199,-1533,4652,-3036,11644,-7927,10131,-1451,1
1647,-7184,-16844,-1892,8329,-4678,-1924,-2844,1880,18184,-5515,9841,-1565,1
1652,-5796,-15448,-2548,8000,-2140,-2697,-1796,1044,18188,-3387,7693,-1257,1
1658,-5048,-15460,-4464,8534,628,-3217,200,-1416,15028,-1326,9170,-1605,1
1669,-3720,-16976,-4392,7252,3711,-3197,-768,836,14252,1299,8697,-2177,1
1674,-2040,-16000,-3960,7254,5037,-3137,-1192,2856,16424,2042,9948,-2120,1
1681,-924,-17664,-3576,6644,6058,-3123,-2860,3140,14136,2978,7899,-1965,1
1686,332,-17836,-4752,6366,6628,-3171,-1464,4192,14408,3770,7967,-1680,1
1691,2192,-18580,-5076,5857,6767,-3067,-1956,5716,13308,4055,6902,-1354,1
1697,3640,-18192,-5884,5567,6203,-2842,-2068,6416,13432,3911,6143,-1184,1
1702,4632,-17600,-6012,5227,5380,-2538,-2268,7232,13744,3467,5003,-966,1
1713,5128,-15616,-5680,4717,3211,-1971,-2400,7004,13556,1853,4642,-655,1
1719,4396,-15020,-5512,3776,2449,-1772,-1156,6964,13932,1262,4343,-609,1
1725,4024,-14868,-5476,3327,2021,-1553,-1816,6720,13832,920,3914,-592,1
1730,3272,-14984,-5344,2842,1918,-1411,-1324,6384,12504,919,3885,-579,1
1736,2708,-14776,-5676,3074,2242,-1375,-1984,5872,13340,1055,3699,-570,1
1741,1944,-15236,-5200,2950,2741,-1402,-1588,5624,13908,1286,4108,-488,1
1747,1696,-16096,-5340,2650,2796,-1514,-1656,5160,13512,1439,4126,-479,1
1752,1456,-16380,-5468,2570,2697,-1632,-1664,4236,13528,1415,4145,-475,1
1764,1332,-17020,-4840,2449,2027,-1936,-2100,3920,14976,643,2988,-360,1
1769,1396,-17520,-4976,1899,1254,-1997,-1428,3424,14228,646,2877,-383,1
1775,1488,-17268,-5164,1796,521,-2179,-2120,3768,15000,126,2297,-401,1
1780,1412,-17160,-5608,1514,-45,-2318,-1604,3596,14356,-187,2518,-356,1
1786,1284,-16868,-5236,1180,-514,-2384,-1972,3848,14932,-538,2198,-405,1
1791,1208,-16572,-4968,879,-736,-2329,-1604,4148,14312,-554,2008,-398,1
1797,980,-16468,-4744,888,-761,-2266,-1920,4488,14388,-473,1941,-365,1
1802,1084,-16468,-4532,912,-454,-2118,-2368,4452,14484,-148,1741,-293,1
1808,1144,-16536,-4576,978,50,-1967,-2332,4556,14296,220,1551,-269,1
1814,1228,-16400,-4560,896,649,-1719,-2064,4676,14100,639,1538,-264,1
1825,1856,-16136,-4720,1036,1736,-1166,-2256,5052,14068,1269,1376,-212,1
1830,2148,-16220,-4760,1005,2099,-972,-2264,4968,14208,1384,1291,-217,1
1835,2372,-16300,-4896,1050,2258,-757,-2320,4992,14120,1347,1134,-218,1
1841,2440,-16424,-4792,990,2293,-561,-2256,4976,13808,1308,1073,-226,1
1846,2440,-16456,-4468,921,2289,-429,-2196,5112,13988,1092,1117,-205,1
1853,2332,-16408,-4660,1000,2259,-309,-2336,4836,13824,994,971,-183,1
1858,2236,-16424,-4644,1005,2295,-156,-2252,4728,13988,1130,765,-163,1
1864,2204,-16196,-4988,1065,2352,-5,-2192,4888,14000,1032,792,-175,1
1869,2216,-16272,-4968,1126,2281,109,-2156,4896,13720,979,971,-188,1
1874,2564,-16064,-5300,1079,2115,232,-2256,5104,14052,731,923,-165,1
1880,2664,-16008,-5160,1047,1770,312,-2076,4944,13824,362,1007,-159,1
1885,2808,-15968,-5232,1032,1376,439,-2280,5380,13956,63,1027,-131,1
1897,2900,-15848,-5080,1093,475,486,-2236,5332,13984,-830,869,-111,1
1903,2792,-16008,-5220,975,72,571,-2008,5264,13588,-1145,864,-144,1
1908,2788,-16084,-5036,917,-370,629,-2436,5164,13980,-1551,588,-138,1
1913,2708,-16240,-4856,1034,-662,711,-2224,4948,14004,-1885,695,-154,1
1919,2392,-16340,-4804,952,-909,826,-2316,4752,14032,-2156,634,-212,1
1924,2104,-16204,-4524,995,-999,864,-2328,4600,13908,-2239,648,-231,1
1930,1680,-16292,-4592,1028,-857,975,-2232,4416,13836,-2166,595,-230,1
1936,1292,-16260,-4532,1098,-567,1095,-2428,4468,14388,-1968,425,-289,1
1942,1080,-16144,-4364,1253,-126,1169,-2352,4396,14008,-1653,452,-304,1
1947,812,-16156,-4540,1395,315,1224,-2364,4292,14028,-1300,551,-290,1
